team,player,Nation,Pos,Age,Born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,League,Season
,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,
Sampdoria,Édgar Barreto,PAR,MF,33,1984,21.8,1,21,6,28.6,0.96,0.27,0.05,0.17,20.5,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Serie A,2017-2018
Sassuolo,Alessandro Matri,ITA,FW,32,1984,10.2,3,29,10,34.5,2.86,0.98,0.07,0.20,13.8,0,1,3,7.0,4.6,0.16,-4.0,-2.6,Serie A,2017-2018
Sassuolo,Alfred Duncan,GHA,MF,24,1993,21.6,0,40,9,22.5,1.85,0.42,0.00,0.00,23.1,0,0,0,2.0,2.0,0.05,-2.0,-2.0,Serie A,2017-2018
Sassuolo,Andrea Consigli,ITA,GK,30,1987,36.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Sassuolo,Antonino Ragusa,ITA,"FW,MF",27,1990,9.2,0,21,6,28.6,2.29,0.65,0.00,0.00,14.8,0,0,0,3.1,3.0,0.16,-3.1,-3.0,Serie A,2017-2018
Sassuolo,Claud Adjapong,ITA,"DF,FW",19,1998,13.6,0,14,4,28.6,1.03,0.30,0.00,0.00,20.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Serie A,2017-2018
Sassuolo,Cristian Dell'Orco,ITA,DF,23,1994,4.7,0,1,0,0.0,0.21,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Serie A,2017-2018
Sassuolo,Davide Biondini,ITA,MF,34,1983,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Sassuolo,Diego Falcinelli,ITA,FW,26,1991,14.6,2,42,13,31.0,2.88,0.89,0.05,0.15,14.8,0,0,0,4.2,4.0,0.10,-2.2,-2.0,Serie A,2017-2018
Sassuolo,Domenico Berardi,ITA,FW,22,1994,25.5,4,81,23,28.4,3.18,0.90,0.02,0.09,22.6,5,2,4,8.9,5.8,0.07,-4.9,-3.8,Serie A,2017-2018
Sassuolo,Edoardo Goldaniga,ITA,DF,23,1993,12.8,1,5,1,20.0,0.39,0.08,0.20,1.00,14.6,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Serie A,2017-2018
Sassuolo,Federico Peluso,ITA,DF,33,1984,28.8,1,11,2,18.2,0.38,0.07,0.09,0.50,9.7,0,0,0,1.0,0.9,0.08,0.0,+0.1,Serie A,2017-2018
Sassuolo,Francesco Acerbi,ITA,DF,29,1988,38.0,0,15,2,13.3,0.39,0.05,0.00,0.00,18.0,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Serie A,2017-2018
Sassuolo,Francesco Cassata,ITA,MF,20,1997,5.1,1,4,1,25.0,0.79,0.20,0.25,1.00,28.4,1,0,0,0.2,0.2,0.06,+0.8,+0.8,Serie A,2017-2018
Sassuolo,Francesco Magnanelli,ITA,MF,32,1984,27.7,0,12,1,8.3,0.43,0.04,0.00,0.00,25.8,0,0,0,0.4,0.3,0.03,-0.4,-0.3,Serie A,2017-2018
Sassuolo,Gianluca Pegolo,ITA,GK,36,1981,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Sassuolo,Gianluca Scamacca,ITA,"FW,MF",18,1999,0.3,0,3,0,0.0,11.74,0.00,0.00,,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Serie A,2017-2018
Sassuolo,Khouma Babacar,SEN,FW,24,1993,8.3,2,25,5,20.0,3.00,0.60,0.04,0.20,16.9,1,1,1,3.5,2.7,0.11,-1.5,-1.7,Serie A,2017-2018
Sassuolo,Luca Mazzitelli,ITA,MF,21,1995,11.3,0,17,4,23.5,1.50,0.35,0.00,0.00,21.0,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Serie A,2017-2018
Sassuolo,Marcello Gazzola,ITA,DF,32,1985,8.2,0,1,0,0.0,0.12,0.00,0.00,,32.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Serie A,2017-2018
Sassuolo,Matteo Politano,ITA,FW,23,1993,31.2,10,100,34,34.0,3.20,1.09,0.10,0.29,20.2,6,0,2,9.4,7.8,0.08,+0.6,+2.2,Serie A,2017-2018
Sassuolo,Mauricio Lemos,URU,DF,21,1995,7.8,1,8,4,50.0,1.03,0.51,0.13,0.25,20.7,2,0,0,0.5,0.5,0.06,+0.5,+0.5,Serie A,2017-2018
Sassuolo,Nicholas Pierini,ITA,"MF,FW",18,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Sassuolo,Paolo Cannavaro,ITA,DF,36,1981,16.0,0,5,0,0.0,0.31,0.00,0.00,,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Serie A,2017-2018
Sassuolo,Pol Lirola,ESP,"DF,FW",19,1997,22.5,0,7,2,28.6,0.31,0.09,0.00,0.00,25.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Serie A,2017-2018
Sassuolo,Rogério,BRA,DF,19,1998,10.1,0,3,1,33.3,0.30,0.10,0.00,0.00,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Serie A,2017-2018
Sassuolo,Simone Missiroli,ITA,MF,31,1986,32.4,1,24,7,29.2,0.74,0.22,0.04,0.14,14.5,0,0,0,2.4,2.4,0.10,-1.4,-1.4,Serie A,2017-2018
Sassuolo,Stefano Sensi,ITA,MF,21,1995,11.6,2,21,5,23.8,1.82,0.43,0.10,0.40,24.8,3,0,0,1.6,1.6,0.08,+0.4,+0.4,Serie A,2017-2018
Sassuolo,Timo Letschert,NED,DF,24,1993,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Torino,Adem Ljajić,SRB,"MF,FW",25,1991,24.1,6,61,21,34.4,2.53,0.87,0.10,0.29,21.0,16,0,0,4.3,4.2,0.07,+1.7,+1.8,Serie A,2017-2018
Torino,Afriyie Acquah,GHA,MF,25,1992,10.6,1,9,3,33.3,0.85,0.28,0.11,0.33,24.2,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Serie A,2017-2018
Torino,Alessandro Buongiorno,ITA,DF,18,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Torino,Andrea Belotti,ITA,FW,23,1993,29.8,10,84,27,32.1,2.82,0.91,0.12,0.37,14.5,0,0,2,10.5,8.9,0.11,-0.5,+1.1,Serie A,2017-2018
Torino,Antonio Barreca,ITA,DF,22,1995,5.2,0,1,0,0.0,0.19,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Serie A,2017-2018
Torino,Cristian Ansaldi,ARG,DF,30,1986,20.8,1,18,6,33.3,0.87,0.29,0.06,0.17,20.7,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Serie A,2017-2018
Torino,Cristian Molinaro,ITA,DF,34,1983,17.4,0,2,0,0.0,0.12,0.00,0.00,,18.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Serie A,2017-2018
Torino,Daniele Baselli,ITA,MF,25,1992,28.0,4,35,9,25.7,1.25,0.32,0.11,0.44,19.1,0,0,0,3.8,3.8,0.11,+0.2,+0.2,Serie A,2017-2018
Torino,Davide Zappacosta,ITA,"DF,FW",25,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Torino,Emiliano Moretti,ITA,DF,36,1981,19.8,0,4,1,25.0,0.20,0.05,0.00,0.00,10.6,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Serie A,2017-2018
Torino,Iago Falque,ESP,"FW,MF",27,1990,31.3,12,76,22,28.9,2.42,0.70,0.16,0.55,18.8,4,0,0,8.6,8.6,0.11,+3.4,+3.4,Serie A,2017-2018
Torino,Joel Obi,NGA,MF,26,1991,13.9,5,16,7,43.8,1.15,0.51,0.31,0.71,14.2,0,0,0,3.5,3.5,0.23,+1.5,+1.5,Serie A,2017-2018
Torino,Kevin Bonifazi,ITA,"DF,MF",21,1996,4.5,0,1,0,0.0,0.22,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Serie A,2017-2018
Torino,Lorenzo De Silvestri,ITA,DF,29,1988,32.8,5,23,13,56.5,0.70,0.40,0.22,0.38,12.6,0,0,0,3.1,3.1,0.14,+1.9,+1.9,Serie A,2017-2018
Torino,Lucas Boyé,ARG,FW,21,1996,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Torino,Lyanco,BRA,DF,20,1997,3.5,0,2,0,0.0,0.57,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Serie A,2017-2018
Torino,M'Baye Niang,SEN,FW,22,1994,17.0,4,48,18,37.5,2.82,1.06,0.08,0.22,18.2,1,0,0,4.7,4.7,0.10,-0.7,-0.7,Serie A,2017-2018
Torino,Mirko Valdifiori,ITA,MF,31,1986,6.9,0,2,0,0.0,0.29,0.00,0.00,,30.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Serie A,2017-2018
Torino,Nicolas Nkoulou,CMR,DF,27,1990,36.2,2,15,4,26.7,0.41,0.11,0.13,0.50,12.0,0,0,0,2.0,2.0,0.13,0.0,0.0,Serie A,2017-2018
Torino,Nicolás Burdisso,ARG,DF,36,1981,23.0,0,10,1,10.0,0.43,0.04,0.00,0.00,9.2,0,0,0,1.7,1.7,0.17,-1.7,-1.7,Serie A,2017-2018
Torino,Salvatore Sirigu,ITA,GK,30,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Torino,Samuel Gustafson,SWE,"MF,FW",22,1995,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Torino,Simone Edera,ITA,"FW,MF",20,1997,3.6,1,8,5,62.5,2.20,1.38,0.13,0.20,21.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Serie A,2017-2018
Torino,Tomás Rincón,VEN,MF,29,1988,33.3,1,17,5,29.4,0.51,0.15,0.06,0.20,23.8,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Serie A,2017-2018
Torino,Umar Sadiq,NGA,FW,20,1997,2.5,0,3,0,0.0,1.20,0.00,0.00,,14.9,0,0,0,0.9,0.9,0.32,-0.9,-0.9,Serie A,2017-2018
Torino,Vanja Milinković-Savić,SRB,GK,20,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Torino,Álex Berenguer,ESP,FW,22,1995,11.6,1,14,9,64.3,1.21,0.78,0.07,0.11,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0,Serie A,2017-2018
Udinese,Albano Bizzarri,ARG,GK,39,1977,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Udinese,Ali Adnan Kadhim,IRQ,"DF,FW",23,1993,18.6,0,12,3,25.0,0.65,0.16,0.00,0.00,27.6,5,0,0,0.5,0.5,0.04,-0.5,-0.5,Serie A,2017-2018
Udinese,Andrija Balić,CRO,MF,19,1997,12.0,0,16,3,18.8,1.33,0.25,0.00,0.00,25.8,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Serie A,2017-2018
Udinese,Antonín Barák,CZE,MF,22,1994,30.1,7,38,22,57.9,1.26,0.73,0.18,0.32,20.7,0,0,0,2.8,2.8,0.07,+4.2,+4.2,Serie A,2017-2018
Udinese,Bram Nuytinck,NED,DF,27,1990,26.2,1,12,1,8.3,0.46,0.04,0.08,1.00,11.7,1,0,0,1.0,1.0,0.09,0.0,0.0,Serie A,2017-2018
Udinese,Cyril Théréau,FRA,"FW,MF",34,1983,2.0,2,2,1,50.0,1.00,0.50,0.50,1.00,29.2,1,1,1,0.9,0.1,0.06,+1.1,+0.9,Serie A,2017-2018
Udinese,Danilo Larangeira,BRA,DF,33,1984,30.8,1,15,5,33.3,0.49,0.16,0.07,0.20,12.3,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Serie A,2017-2018
Udinese,Emil Hallfreðsson,ISL,MF,33,1984,8.5,0,2,1,50.0,0.24,0.12,0.00,0.00,30.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Serie A,2017-2018
Udinese,Francesco Zampano,ITA,DF,23,1993,4.6,0,2,0,0.0,0.44,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Serie A,2017-2018
Udinese,Gabriele Angella,ITA,DF,28,1989,9.9,0,4,1,25.0,0.40,0.10,0.00,0.00,10.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Serie A,2017-2018
Udinese,Giuseppe Pezzella,ITA,"DF,FW",19,1997,10.0,0,7,1,14.3,0.70,0.10,0.00,0.00,26.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Serie A,2017-2018
Udinese,Jakub Jankto,CZE,"MF,FW",21,1996,29.5,4,58,14,24.1,1.97,0.47,0.07,0.29,18.6,0,0,0,4.3,4.3,0.07,-0.3,-0.3,Serie A,2017-2018
Udinese,Jens Stryger Larsen,DEN,DF,26,1991,28.1,1,19,5,26.3,0.68,0.18,0.05,0.20,16.6,1,0,0,1.8,1.8,0.09,-0.8,-0.8,Serie A,2017-2018
Udinese,Kevin Lasagna,ITA,FW,24,1992,23.7,12,72,31,43.1,3.04,1.31,0.17,0.39,14.8,2,0,0,11.3,11.3,0.16,+0.7,+0.7,Serie A,2017-2018
Udinese,Maxi López,ARG,FW,33,1984,18.7,2,28,8,28.6,1.50,0.43,0.04,0.13,15.6,0,1,1,4.2,3.4,0.12,-2.2,-2.4,Serie A,2017-2018
Udinese,Molla Wagué,MLI,DF,26,1991,0.6,0,1,0,0.0,1.58,0.00,0.00,,11.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Serie A,2017-2018
Udinese,Riad Bajić,BIH,"FW,MF",23,1994,0.9,0,2,1,50.0,2.25,1.13,0.00,0.00,11.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Serie A,2017-2018
Udinese,Rodrigo De Paul,ARG,"FW,MF",23,1994,25.8,4,49,12,24.5,1.90,0.47,0.00,0.00,24.3,3,4,4,6.3,3.2,0.06,-2.3,-3.2,Serie A,2017-2018
Udinese,Ryder Matos,BRA,MF,24,1993,1.9,0,1,0,0.0,0.53,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Serie A,2017-2018
Udinese,Samir Santos,BRA,DF,22,1994,28.5,2,7,2,28.6,0.25,0.07,0.29,1.00,17.6,0,0,0,0.6,0.6,0.09,+1.4,+1.4,Serie A,2017-2018
Udinese,Seko Fofana,CIV,MF,22,1995,20.8,3,40,9,22.5,1.93,0.43,0.05,0.22,25.6,0,1,1,2.5,1.7,0.04,+0.5,+0.3,Serie A,2017-2018
Udinese,Silvan Widmer,SUI,"DF,FW",24,1993,18.1,3,12,3,25.0,0.66,0.17,0.25,1.00,15.6,0,0,0,1.4,1.4,0.11,+1.6,+1.6,Serie A,2017-2018
Udinese,Simone Pontisso,ITA,MF,20,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Udinese,Simone Scuffet,ITA,GK,21,1996,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2017-2018
Udinese,Stipe Perica,CRO,FW,22,1995,10.5,1,21,5,23.8,2.00,0.48,0.05,0.20,13.6,0,0,0,2.3,2.3,0.11,-1.3,-1.3,Serie A,2017-2018
Udinese,Svante Ingelsson,SWE,MF,19,1998,3.6,1,7,1,14.3,1.94,0.28,0.14,1.00,19.2,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Serie A,2017-2018
Udinese,Valon Behrami,SUI,MF,32,1985,15.5,1,9,2,22.2,0.58,0.13,0.11,0.50,21.8,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Serie A,2017-2018
Atalanta,Ali Adnan Kadhim,IRQ,DF,24,1993,1.8,0,3,0,0.0,1.63,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Serie A,2018-2019
Atalanta,Andrea Masiello,ITA,DF,32,1986,20.4,0,8,1,12.5,0.39,0.05,0.00,0.00,11.8,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Serie A,2018-2019
Atalanta,Arkadiusz Reca,POL,DF,23,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2018-2019
Atalanta,Berat Djimsiti,ALB,DF,25,1993,20.1,1,10,3,30.0,0.50,0.15,0.10,0.33,7.9,0,0,0,1.0,1.0,0.10,0.0,0.0,Serie A,2018-2019
Atalanta,Dejan Kulusevski,SWE,MF,18,2000,1.2,0,2,1,50.0,1.71,0.86,0.00,0.00,20.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Serie A,2018-2019
Atalanta,Duván Zapata,COL,FW,27,1991,32.2,23,116,49,42.2,3.60,1.52,0.19,0.45,13.1,0,1,2,18.9,17.3,0.15,+4.1,+4.7,Serie A,2018-2019
Atalanta,Emiliano Rigoni,ARG,"FW,MF",25,1993,5.8,3,16,3,18.8,2.76,0.52,0.19,1.00,16.8,0,0,0,2.0,2.0,0.12,+1.0,+1.0,Serie A,2018-2019
Atalanta,Etrit Berisha,ALB,GK,29,1989,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2018-2019
Atalanta,Francesco Rossi,ITA,GK,27,1991,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2018-2019
Atalanta,Gianluca Mancini,ITA,DF,22,1996,25.0,5,40,13,32.5,1.60,0.52,0.13,0.38,10.5,0,0,0,5.3,5.3,0.13,-0.3,-0.3,Serie A,2018-2019
Atalanta,Hans Hateboer,NED,DF,24,1994,33.0,5,29,10,34.5,0.88,0.30,0.17,0.50,10.3,0,0,0,5.2,5.2,0.18,-0.2,-0.2,Serie A,2018-2019
Atalanta,Josip Iličić,SVN,"FW,MF",30,1988,23.8,12,100,37,37.0,4.20,1.55,0.12,0.32,20.6,11,0,1,10.6,9.9,0.10,+1.4,+2.1,Serie A,2018-2019
Atalanta,José Luis Palomino,ARG,DF,28,1990,25.1,1,8,3,37.5,0.32,0.12,0.13,0.33,11.8,0,0,0,1.9,1.9,0.24,-0.9,-0.9,Serie A,2018-2019
Atalanta,Luca Valzania,ITA,MF,22,1996,0.8,0,1,0,0.0,1.23,0.00,0.00,,34.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Serie A,2018-2019
Atalanta,Marco Tumminello,ITA,"FW,DF",19,1998,0.1,0,1,0,0.0,10.00,0.00,0.00,,9.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Serie A,2018-2019
Atalanta,Mario Pašalić,CRO,MF,23,1995,18.0,5,36,9,25.0,2.00,0.50,0.14,0.56,13.8,0,0,0,4.2,4.2,0.12,+0.8,+0.8,Serie A,2018-2019
Atalanta,Marten de Roon,NED,MF,27,1991,33.1,2,27,7,25.9,0.82,0.21,0.04,0.14,24.6,0,1,1,1.8,1.0,0.04,+0.2,0.0,Serie A,2018-2019
Atalanta,Matteo Pessina,ITA,"MF,FW",21,1997,2.6,0,3,1,33.3,1.15,0.38,0.00,0.00,28.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Serie A,2018-2019
Atalanta,Musa Barrow,GAM,FW,19,1998,6.7,1,30,8,26.7,4.49,1.20,0.03,0.13,17.7,0,0,0,2.9,2.9,0.10,-1.9,-1.9,Serie A,2018-2019
Atalanta,Papu Gómez,ARG,"MF,FW",30,1988,32.2,7,105,37,35.2,3.26,1.15,0.07,0.19,21.5,5,0,0,8.4,8.4,0.08,-1.4,-1.4,Serie A,2018-2019
Atalanta,Pierluigi Gollini,ITA,GK,23,1995,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2018-2019
Atalanta,Rafael Tolói,ITA,DF,27,1990,19.4,1,26,8,30.8,1.34,0.41,0.04,0.13,15.7,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Serie A,2018-2019
Atalanta,Remo Freuler,SUI,MF,26,1992,33.6,2,30,7,23.3,0.89,0.21,0.07,0.29,18.5,0,0,0,3.2,3.2,0.11,-1.2,-1.2,Serie A,2018-2019
Atalanta,Roberto Piccoli,ITA,"FW,MF",17,2001,0.5,0,2,0,0.0,3.75,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Serie A,2018-2019
Atalanta,Robin Gosens,GER,"DF,MF",24,1994,21.6,3,25,9,36.0,1.16,0.42,0.12,0.33,13.8,0,0,0,2.1,2.1,0.09,+0.9,+0.9,Serie A,2018-2019
Atalanta,Roger Ibanez,BRA,"DF,FW",19,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2018-2019
Atalanta,Timothy Castagne,BEL,DF,22,1995,22.3,4,19,8,42.1,0.85,0.36,0.21,0.50,13.1,0,0,0,2.8,2.8,0.15,+1.2,+1.2,Serie A,2018-2019
Bologna,Andrea Poli,ITA,MF,28,1989,21.5,4,31,10,32.3,1.44,0.47,0.13,0.40,18.7,0,0,0,3.6,3.6,0.11,+0.4,+0.4,Serie A,2018-2019
Bologna,Arturo Calabresi,ITA,DF,22,1996,15.7,1,1,1,100.0,0.06,0.06,1.00,1.00,15.3,0,0,0,0.4,0.4,0.41,+0.6,+0.6,Serie A,2018-2019
Bologna,Blerim Džemaili,SUI,MF,32,1986,19.4,1,43,7,16.3,2.21,0.36,0.02,0.14,25.0,4,0,0,1.8,1.8,0.04,-0.8,-0.8,Serie A,2018-2019
Bologna,Danilo Larangeira,BRA,DF,34,1984,34.2,1,9,4,44.4,0.26,0.12,0.11,0.25,9.4,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Serie A,2018-2019
Bologna,Diego Falcinelli,ITA,FW,27,1991,7.8,0,16,3,18.8,2.05,0.38,0.00,0.00,14.7,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Serie A,2018-2019
Bologna,Erick Pulgar,CHI,MF,24,1994,26.2,6,29,5,17.2,1.11,0.19,0.03,0.20,29.8,6,5,5,5.0,1.1,0.04,+1.0,-0.1,Serie A,2018-2019
Bologna,Federico Mattiello,ITA,"DF,FW",23,1995,14.8,1,11,5,45.5,0.74,0.34,0.09,0.20,23.9,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Serie A,2018-2019
Bologna,Federico Santander,PAR,FW,27,1991,22.9,8,76,27,35.5,3.31,1.18,0.11,0.30,14.8,4,0,0,8.6,8.6,0.11,-0.6,-0.6,Serie A,2018-2019
Bologna,Filip Helander,SWE,DF,25,1993,19.0,0,10,1,10.0,0.53,0.05,0.00,0.00,13.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Serie A,2018-2019
Bologna,Gabriele Corbo,ITA,DF,18,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2018-2019
Bologna,Giancarlo González,CRC,DF,30,1988,8.3,0,2,0,0.0,0.24,0.00,0.00,,11.7,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Serie A,2018-2019
Bologna,Godfred Donsah,GHA,MF,22,1996,1.7,0,2,0,0.0,1.18,0.00,0.00,,24.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Serie A,2018-2019
Bologna,Ibrahima Mbaye,SEN,DF,23,1994,22.3,2,13,3,23.1,0.58,0.13,0.15,0.67,11.5,0,0,0,2.7,2.7,0.21,-0.7,-0.7,Serie A,2018-2019
Bologna,Juan Manuel Valencia,COL,FW,20,1998,0.3,0,1,0,0.0,3.21,0.00,0.00,,21.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Serie A,2018-2019
Bologna,Ladislav Krejčí,CZE,"DF,MF",26,1992,11.8,0,9,4,44.4,0.76,0.34,0.00,0.00,20.8,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Serie A,2018-2019
Bologna,Lyanco,BRA,DF,21,1997,12.4,1,8,2,25.0,0.64,0.16,0.13,0.50,20.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Serie A,2018-2019
Bologna,Mattia Destro,ITA,FW,27,1991,5.5,4,12,7,58.3,2.19,1.28,0.33,0.57,11.3,0,0,0,2.4,2.4,0.20,+1.6,+1.6,Serie A,2018-2019
Bologna,Mattias Svanberg,SWE,MF,19,1999,13.1,0,22,2,9.1,1.68,0.15,0.00,0.00,21.9,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Serie A,2018-2019
Bologna,Mitchell Dijks,NED,DF,25,1993,22.5,1,9,4,44.4,0.40,0.18,0.11,0.25,21.6,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Serie A,2018-2019
Bologna,Nehuén Paz,ARG,DF,25,1993,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2018-2019
Bologna,Nicola Sansone,ITA,FW,26,1991,12.7,2,30,12,40.0,2.37,0.95,0.07,0.17,19.3,1,0,0,1.7,1.7,0.06,+0.3,+0.3,Serie A,2018-2019
Bologna,Orji Okwonkwo,NGA,FW,20,1998,2.9,0,5,0,0.0,1.75,0.00,0.00,,20.0,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Serie A,2018-2019
Bologna,Riccardo Orsolini,ITA,"FW,MF",21,1997,21.8,8,65,30,46.2,2.98,1.37,0.12,0.27,19.3,9,0,0,5.1,5.1,0.08,+2.9,+2.9,Serie A,2018-2019
Bologna,Roberto Soriano,ITA,MF,27,1991,16.5,2,30,6,20.0,1.81,0.36,0.07,0.33,15.4,0,0,0,3.4,3.4,0.11,-1.4,-1.4,Serie A,2018-2019
Bologna,Rodrigo Palacio,ARG,FW,36,1982,25.9,3,45,19,42.2,1.74,0.73,0.07,0.16,15.7,0,0,0,5.3,5.3,0.12,-2.3,-2.3,Serie A,2018-2019
Bologna,Sebastien De Maio,FRA,DF,31,1987,5.5,0,2,0,0.0,0.37,0.00,0.00,,10.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Serie A,2018-2019
Bologna,Simone Edera,ITA,FW,21,1997,2.2,0,8,4,50.0,3.67,1.84,0.00,0.00,21.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Serie A,2018-2019
Bologna,Ádám Nagy,HUN,MF,23,1995,10.8,0,6,2,33.3,0.55,0.18,0.00,0.00,26.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Serie A,2018-2019
Bologna,Łukasz Skorupski,POL,GK,27,1991,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2018-2019
Cagliari,Alberto Cerri,ITA,FW,22,1996,7.4,0,23,3,13.0,3.09,0.40,0.00,0.00,15.0,0,0,0,2.0,2.0,0.09,-2.0,-2.0,Serie A,2018-2019
Cagliari,Alessandro Deiola,ITA,MF,22,1995,5.0,0,8,2,25.0,1.60,0.40,0.00,0.00,20.6,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Serie A,2018-2019
Cagliari,Alessio Cragno,ITA,GK,24,1994,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2018-2019
