Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Start Application,Remplacement Application,Key passes per game,Passes per game,Crosses per game,Long balls per game,Through balls per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble
Marko Marin,Sevilla,30,Midfielder,930,0.0,3,3.0,0.0,1.0,83.9,0.1,0.0,6.63,LaLiga,2013,10,7,1.1,24.9,0.3,1.2,0.2,1.2,0.3,0.2,0.8,0.6,0.0
Corona,Almeria,38,Midfielder,1118,1.0,2,4.0,0.0,0.7,82.5,0.2,2.0,6.63,LaLiga,2013,12,11,1.2,25.8,1.0,3.0,0.0,0.5,0.3,0.0,0.4,0.4,0.0
Diego Castro,Getafe,36,Midfielder,2286,1.0,6,3.0,0.0,1.0,75.7,0.7,1.0,6.63,LaLiga,2013,27,5,1.0,30.1,0.2,1.4,0.2,1.1,1.6,0.3,1.6,1.4,0.0
Andreas Ivanschitz,Levante,35,"Midfielder, Forward",1714,3.0,5,8.0,0.0,1.3,67.5,0.4,0.0,6.62,LaLiga,2013,20,9,1.0,14.1,0.8,0.6,0.0,0.3,0.8,0.1,0.6,0.6,0.0
Rubén García,Levante,25,"Midfielder, Forward",2363,2.0,0,7.0,0.0,0.8,72.2,0.6,0.0,6.62,LaLiga,2013,27,5,0.8,19.5,0.5,0.8,0.0,1.0,2.3,0.1,1.7,2.0,0.0
Pedro Mosquera,Getafe,31,Midfielder,1541,0.0,0,6.0,0.0,0.3,79.2,1.1,0.0,6.62,LaLiga,2013,17,7,0.5,33.8,0.2,3.5,0.0,0.6,1.5,0.0,0.7,0.4,0.0
Ramón Azeez,Almeria,26,Midfielder,2041,2.0,1,5.0,0.0,1.0,80.6,1.3,1.0,6.6,LaLiga,2013,21,9,0.4,25.0,0.0,1.4,0.0,0.4,0.9,0.1,0.7,0.7,0.0
Víctor Pérez,Real Valladolid,31,Midfielder,1138,1.0,0,3.0,0.0,0.7,78.0,0.9,0.0,6.59,LaLiga,2013,13,6,0.5,31.6,0.3,3.2,0.0,0.3,0.7,0.1,1.0,0.7,0.0
Jonathan,Almeria,30,"Midfielder, Forward",1138,1.0,2,1.0,0.0,0.7,67.2,3.4,1.0,6.58,LaLiga,2013,11,7,0.7,17.6,0.2,0.6,0.1,0.5,1.1,0.5,1.1,1.6,0.0
Míchel,Getafe,33,Midfielder,890,0.0,0,4.0,1.0,0.2,78.8,1.8,1.0,6.58,LaLiga,2013,11,4,0.1,30.8,0.0,3.1,0.0,0.0,0.5,0.1,0.4,0.5,0.0
Eduardo Vargas,Valencia,29,"Midfielder, Forward",1103,3.0,1,3.0,0.0,1.8,76.3,1.8,0.0,6.58,LaLiga,2013,13,3,0.9,18.7,0.1,0.3,0.0,0.4,1.4,0.4,1.9,1.0,0.0
Zakarya Bergdich,Real Valladolid,30,"Midfielder, Forward",1527,0.0,2,6.0,1.0,0.7,74.4,0.8,0.0,6.58,LaLiga,2013,19,3,0.5,18.5,0.5,0.5,0.0,1.6,0.9,0.5,0.8,0.9,0.0
Gorka Elustondo,Real Sociedad,32,"Midfielder, Forward",1069,0.0,0,2.0,0.0,0.6,83.4,0.9,0.0,6.58,LaLiga,2013,11,9,0.4,23.9,0.1,2.3,0.0,0.2,0.3,0.1,0.5,0.4,0.0
Lass,Rayo Vallecano,27,Midfielder,1779,0.0,0,4.0,1.0,1.0,69.8,0.4,0.0,6.57,LaLiga,2013,19,9,0.9,18.9,0.8,0.5,0.0,2.6,1.1,0.1,2.2,1.8,0.0
Samu García,Malaga,28,"Midfielder, Forward",1592,4.0,2,4.0,0.0,0.9,69.9,1.2,1.0,6.57,LaLiga,2013,20,7,0.7,18.8,0.2,0.4,0.1,0.7,1.2,0.1,1.3,1.3,0.0
Beñat Etxebarria,Athletic Bilbao,32,Midfielder,1013,1.0,3,4.0,0.0,0.7,82.7,0.4,0.0,6.56,LaLiga,2013,12,10,1.0,27.3,1.2,2.3,0.1,0.3,0.5,0.0,0.5,0.6,0.0
Jairo Samperio,Sevilla,25,Midfielder,1354,4.0,2,2.0,1.0,1.2,63.7,0.5,2.0,6.56,LaLiga,2013,16,7,0.7,12.6,0.1,0.2,0.0,1.2,1.1,0.3,1.9,0.9,0.0
Pablo Sarabia,Getafe,27,"Midfielder, Forward",1917,1.0,5,6.0,0.0,1.5,70.4,0.6,0.0,6.55,LaLiga,2013,21,12,1.1,20.3,0.4,0.9,0.0,0.9,1.5,0.3,1.9,1.3,0.0
Rodri,Almeria,29,"Midfielder, Forward",1895,8.0,2,8.0,0.0,1.5,76.3,1.6,0.0,6.55,LaLiga,2013,21,6,0.3,14.9,0.1,0.5,0.0,0.4,2.0,1.2,2.0,1.3,0.0
Recio,Granada,28,Midfielder,2310,2.0,0,4.0,1.0,1.2,86.6,0.7,0.0,6.55,LaLiga,2013,27,3,0.5,37.8,0.1,3.6,0.0,0.2,1.2,0.0,0.8,0.7,0.0
Omar Ramos,Real Valladolid,31,"Midfielder, Forward",1300,0.0,1,3.0,0.0,0.6,75.5,0.5,0.0,6.54,LaLiga,2013,14,11,1.0,19.3,0.8,0.7,0.1,1.2,0.9,0.2,1.4,1.0,0.0
Simão,Espanyol,39,Midfielder,2287,0.0,6,4.0,0.0,0.5,77.2,0.5,0.0,6.53,LaLiga,2013,30,4,1.1,20.6,1.1,1.1,0.0,0.3,0.8,0.1,0.6,0.6,0.0
Fernando Soriano,Almeria,39,Midfielder,1885,4.0,4,7.0,0.0,0.9,69.7,1.8,0.0,6.53,LaLiga,2013,24,11,0.9,23.0,0.1,1.5,0.1,0.1,1.2,0.3,0.7,0.8,0.0
Mehdi Lacen,Getafe,35,Midfielder,1234,0.0,2,5.0,0.0,0.4,77.6,1.0,0.0,6.52,LaLiga,2013,13,8,0.5,25.5,0.1,2.2,0.0,0.2,0.7,0.0,0.6,0.4,0.0
Javier Matilla,Real Betis,30,"Midfielder, Forward",1368,0.0,0,8.0,0.0,0.7,87.8,0.4,0.0,6.51,LaLiga,2013,15,8,0.8,36.9,0.3,4.2,0.0,0.3,0.9,0.0,0.9,0.6,0.0
Adrián Colunga,Getafe,34,"Midfielder, Forward",1419,4.0,1,4.0,0.0,1.8,70.1,0.6,0.0,6.5,LaLiga,2013,16,10,0.6,12.3,0.5,1.0,0.0,0.9,1.3,0.4,1.2,1.4,0.0
Leo Baptistão,Real Betis,26,"Midfielder, Forward",1030,1.0,1,3.0,0.0,1.5,72.8,0.7,0.0,6.5,LaLiga,2013,13,4,0.8,18.4,0.4,0.4,0.1,1.4,1.1,0.1,1.9,0.8,0.0
Óscar,Real Valladolid,36,"Midfielder, Forward",1628,1.0,4,2.0,0.0,1.3,75.5,0.7,0.0,6.48,LaLiga,2013,17,5,1.1,29.2,0.2,1.5,0.0,0.2,0.9,0.6,1.6,1.4,0.0
Tomás Pina,Villarreal,31,Midfielder,1974,1.0,0,6.0,0.0,0.2,79.5,0.9,0.0,6.47,LaLiga,2013,21,13,0.2,22.1,0.1,1.8,0.0,0.3,1.2,0.0,0.6,0.4,0.0
Ferrán Corominas,Elche,36,"Midfielder, Forward",2970,5.0,3,7.0,0.0,1.2,74.4,0.6,1.0,6.47,LaLiga,2013,33,3,0.9,19.8,0.1,0.4,0.0,0.8,1.2,0.3,0.9,1.1,0.0
Francisco Puñal,Osasuna,43,Midfielder,1596,1.0,2,7.0,1.0,0.3,80.4,0.4,0.0,6.47,LaLiga,2013,18,8,0.8,37.3,0.6,3.3,0.0,0.2,0.5,0.0,0.2,0.5,0.0
Marcos Tébar,Almeria,33,"Midfielder, Forward",1467,0.0,1,5.0,0.0,0.2,80.1,1.9,0.0,6.47,LaLiga,2013,16,9,0.2,27.4,0.0,3.0,0.0,0.2,0.1,0.0,0.6,0.3,0.0
Nabil El Zhar,Levante,32,Midfielder,1330,4.0,3,3.0,0.0,0.9,72.6,0.7,1.0,6.47,LaLiga,2013,13,11,0.6,12.6,0.7,0.2,0.0,0.4,1.0,0.4,1.4,1.0,0.0
Adrián González,Rayo Vallecano,31,Midfielder,974,1.0,0,5.0,0.0,1.4,86.2,1.0,0.0,6.45,LaLiga,2013,10,7,0.6,25.2,0.0,1.5,0.1,0.2,0.4,0.1,0.9,0.5,0.0
Nono Delgado,Real Betis,26,"Midfielder, Forward",1299,0.0,1,8.0,1.0,1.0,77.7,0.7,0.0,6.45,LaLiga,2013,14,8,0.6,32.0,0.5,3.0,0.1,0.7,1.5,0.0,1.0,0.6,0.0
Pizzi,Espanyol,29,Midfielder,1415,2.0,1,3.0,0.0,1.3,77.6,0.4,0.0,6.45,LaLiga,2013,16,10,1.0,22.0,1.0,1.2,0.1,0.5,0.7,0.1,1.2,0.6,0.0
Manu del Moral,Elche,35,"Midfielder, Forward",1447,2.0,1,3.0,0.0,1.3,69.7,1.9,0.0,6.44,LaLiga,2013,19,5,0.5,14.2,0.3,0.2,0.0,0.3,1.5,0.5,0.5,1.0,0.0
Raúl Baena,Rayo Vallecano,30,Midfielder,1229,0.0,0,4.0,1.0,0.5,85.7,1.2,0.0,6.41,LaLiga,2013,15,5,0.3,29.8,0.0,2.2,0.0,0.3,1.3,0.0,0.6,0.3,0.0
Fidel,Elche,29,"Midfielder, Forward",1800,2.0,2,3.0,0.0,0.6,73.6,0.2,1.0,6.4,LaLiga,2013,20,14,0.6,16.3,0.5,0.4,0.0,0.6,0.7,0.2,0.6,0.9,0.0
Daniel Larsson,Real Valladolid,32,"Midfielder, Forward",1678,3.0,1,1.0,0.0,0.9,74.6,0.4,0.0,6.39,LaLiga,2013,21,7,0.6,13.1,0.1,0.3,0.1,0.4,0.8,0.1,1.1,1.3,0.0
Miguel de las Cuevas,Osasuna,33,Midfielder,1621,0.0,0,2.0,1.0,1.5,79.2,1.1,0.0,6.39,LaLiga,2013,21,3,0.8,25.0,0.4,1.4,0.1,0.5,1.3,0.5,1.5,1.2,0.0
Riki,Granada,38,"Midfielder, Forward",1147,2.0,0,5.0,0.0,1.0,71.7,1.4,0.0,6.38,LaLiga,2013,10,17,0.3,11.5,0.1,0.5,0.0,0.6,1.4,0.5,0.7,1.1,0.0
Álvaro Vadillo,Real Betis,24,"Midfielder, Forward",1105,0.0,2,3.0,0.0,1.2,71.1,0.9,0.0,6.38,LaLiga,2013,13,8,0.8,16.1,0.1,0.6,0.1,1.0,1.1,0.5,1.4,1.2,0.0
Santi Mina,Celta Vigo,23,"Midfielder, Forward",1229,2.0,0,1.0,0.0,1.0,72.8,1.4,0.0,6.37,LaLiga,2013,12,17,0.4,10.4,0.0,0.2,0.0,0.5,0.8,0.1,1.3,1.0,0.0
Abraham González,Espanyol,33,Midfielder,991,0.0,1,3.0,0.0,0.5,77.4,0.7,0.0,6.37,LaLiga,2013,13,8,0.4,23.4,0.3,2.2,0.0,0.0,0.4,0.0,0.5,0.4,0.0
Jordi Xumetra,Levante,33,"Midfielder, Forward",1606,1.0,3,6.0,0.0,0.8,73.9,1.0,0.0,6.36,LaLiga,2013,19,6,0.6,17.6,0.3,0.4,0.0,0.4,1.2,0.2,1.0,1.2,0.0
Lluis Sastre,Real Valladolid,33,"Midfielder, Forward",940,0.0,0,6.0,0.0,0.4,84.6,0.6,0.0,6.36,LaLiga,2013,10,4,0.6,38.6,0.3,4.9,0.0,0.2,0.2,0.0,0.4,0.4,0.0
Hélder Barbosa,Almeria,32,"Midfielder, Forward",941,1.0,0,2.0,0.0,0.6,72.7,0.6,0.0,6.35,LaLiga,2013,7,21,0.2,9.4,0.2,0.4,0.0,0.3,1.1,0.0,0.6,0.4,0.0
Sergio da Silva Pinto,Levante,38,Midfielder,857,0.0,1,5.0,0.0,1.5,81.4,0.1,0.0,6.33,LaLiga,2013,10,8,0.5,20.1,0.5,1.6,0.0,0.1,0.4,0.1,0.3,0.4,0.0
Michael Pereira,Granada,31,Midfielder,875,0.0,0,1.0,0.0,0.8,70.0,0.6,0.0,6.32,LaLiga,2013,11,6,0.3,19.6,0.2,0.4,0.0,0.8,0.5,0.2,0.7,0.7,0.0
Cedrick,Real Betis,27,"Midfielder, Forward",1136,0.0,1,5.0,1.0,1.0,77.1,0.1,0.0,6.32,LaLiga,2013,12,11,0.6,12.7,0.2,0.4,0.0,1.3,1.0,0.3,1.2,1.3,0.0
Gareth Bale,Tottenham,29,"Midfielder, Forward",2925,21.0,4,6.0,0.0,5.0,78.6,1.7,11.0,7.92,PremierLeague,2012,33,0,2.3,34.2,1.9,1.1,0.1,1.8,1.4,0.3,1.6,1.7,0.0
Luis Suárez,Liverpool,32,"Midfielder, Forward",2955,23.0,5,10.0,0.0,5.7,76.6,0.4,9.0,7.89,PremierLeague,2012,33,0,2.8,36.5,0.5,2.2,0.4,2.9,1.8,1.2,2.8,2.4,0.0
Santi Cazorla,Arsenal,34,Midfielder,3311,12.0,11,1.0,0.0,3.0,86.8,0.2,9.0,7.86,PremierLeague,2012,37,1,2.6,65.0,1.2,4.9,0.8,2.3,1.3,0.0,1.7,1.1,0.0
Robin van Persie,Manchester United,35,"Midfielder, Forward",3123,26.0,9,6.0,0.0,3.7,80.4,1.3,10.0,7.71,PremierLeague,2012,35,3,1.9,26.8,1.1,1.1,0.1,0.7,1.4,1.2,2.0,1.3,0.0
Daniel Sturridge,Liverpool,29,"Midfielder, Forward",1093,10.0,3,2.0,0.0,4.4,85.0,0.1,2.0,7.64,PremierLeague,2012,11,3,2.1,26.1,0.1,2.1,0.1,1.7,1.1,0.9,2.1,1.6,0.0
Marouane Fellaini,Everton,31,Midfielder,2786,11.0,5,8.0,0.0,2.9,79.3,4.8,8.0,7.59,PremierLeague,2012,31,0,1.3,52.5,0.1,1.8,0.1,0.6,1.5,0.4,2.4,2.5,0.0
Steven Gerrard,Liverpool,39,Midfielder,3223,9.0,9,5.0,0.0,2.6,85.5,1.1,3.0,7.54,PremierLeague,2012,36,0,2.6,66.3,1.4,8.4,0.3,0.5,0.5,0.1,0.8,0.5,0.0
Leighton Baines,Everton,34,"Midfielder, Forward",3420,5.0,5,4.0,0.0,0.9,82.3,0.3,5.0,7.43,PremierLeague,2012,38,0,3.1,43.8,2.8,1.3,0.0,0.8,1.5,0.0,0.9,0.5,0.0
Sandro,Tottenham,30,Midfielder,1780,1.0,2,4.0,0.0,1.1,85.7,0.9,0.0,7.4,PremierLeague,2012,22,0,1.0,42.3,0.2,2.5,0.1,0.7,1.3,0.0,1.1,0.6,0.0
Andros Townsend,Queens Park Rangers,27,"Midfielder, Forward",1019,2.0,1,2.0,0.0,2.9,78.1,0.0,3.0,7.37,PremierLeague,2012,12,0,1.3,26.6,0.7,0.4,0.1,4.0,1.7,0.0,2.7,2.1,0.0
Mikel Arteta,Arsenal,37,Midfielder,2985,6.0,3,6.0,0.0,0.6,91.5,1.0,7.0,7.37,PremierLeague,2012,34,0,0.8,80.9,0.3,5.3,0.2,0.6,1.4,0.0,0.7,0.5,0.0
Rafael,Manchester United,28,"Midfielder, Forward",2317,3.0,3,6.0,1.0,0.8,84.5,1.3,4.0,7.36,PremierLeague,2012,27,1,0.9,43.2,0.7,1.1,0.0,0.6,1.0,0.1,1.1,1.0,0.0
Eden Hazard,Chelsea,28,"Midfielder, Forward",2640,9.0,11,2.0,0.0,1.9,85.1,0.2,5.0,7.33,PremierLeague,2012,31,3,1.9,44.8,0.5,1.2,0.1,1.8,2.3,0.1,1.8,1.8,0.0
Patrice Evra,Manchester United,38,"Midfielder, Forward",3060,4.0,5,3.0,0.0,0.6,87.1,2.0,2.0,7.31,PremierLeague,2012,34,0,0.7,41.8,0.6,1.1,0.0,0.8,0.9,0.1,1.2,0.9,0.0
Coutinho,Liverpool,27,Midfielder,933,3.0,5,0.0,0.0,2.8,74.4,0.2,1.0,7.3,PremierLeague,2012,12,1,1.6,33.4,0.2,0.8,0.8,1.3,0.8,0.5,1.9,1.3,0.0
David Silva,Manchester City,33,Midfielder,2526,4.0,8,2.0,0.0,1.7,85.4,0.3,3.0,7.3,PremierLeague,2012,29,3,3.3,57.0,1.4,1.2,0.5,0.9,0.9,0.1,1.9,1.1,0.0
Morgan Schneiderlin,Southampton,29,"Midfielder, Forward",3210,5.0,0,9.0,0.0,0.8,85.1,1.6,4.0,7.28,PremierLeague,2012,36,0,0.8,52.1,0.4,2.9,0.1,0.4,0.9,0.0,0.9,1.0,0.0
Juan Mata,Chelsea,31,"Midfielder, Forward",2749,12.0,12,3.0,0.0,2.0,85.2,0.1,5.0,7.28,PremierLeague,2012,31,4,2.8,52.5,1.3,2.8,0.2,0.6,1.0,0.5,1.9,1.3,0.0
Bryan Ruiz,Fulham,33,"Midfielder, Forward",2386,5.0,7,2.0,0.0,1.8,84.8,1.5,3.0,7.28,PremierLeague,2012,26,3,1.7,45.8,0.8,2.6,0.2,1.1,1.7,0.1,2.7,1.5,0.0
Wayne Rooney,Manchester United,33,"Midfielder, Forward",2019,12.0,10,7.0,0.0,3.2,82.9,0.6,3.0,7.27,PremierLeague,2012,22,5,1.8,45.9,0.6,3.7,0.3,0.4,0.7,0.1,1.9,0.9,0.0
Glen Johnson,Liverpool,34,"Midfielder, Forward",3224,1.0,4,7.0,0.0,1.5,82.2,1.8,0.0,7.26,PremierLeague,2012,36,0,1.3,48.3,0.3,2.2,0.1,1.7,0.7,0.1,1.5,1.4,0.0
Robert Snodgrass,Norwich,31,"Midfielder, Forward",3067,6.0,6,8.0,0.0,2.1,78.9,0.8,5.0,7.26,PremierLeague,2012,35,2,1.8,29.9,2.2,0.8,0.1,1.2,2.4,0.3,2.0,1.5,0.0
Dimitar Berbatov,Fulham,38,"Midfielder, Forward",2849,15.0,3,1.0,0.0,2.5,77.8,2.3,4.0,7.25,PremierLeague,2012,32,1,1.4,44.4,0.3,1.3,0.0,1.0,1.4,1.1,2.2,1.9,0.0
Carlos Tevez,Manchester City,35,"Midfielder, Forward",2410,11.0,8,3.0,0.0,3.1,83.9,0.4,6.0,7.24,PremierLeague,2012,28,6,1.8,35.3,0.6,0.9,0.1,1.4,1.0,0.5,1.9,1.5,0.0
Leon Osman,Everton,38,Midfielder,3186,5.0,2,9.0,0.0,2.1,85.9,1.6,0.0,7.24,PremierLeague,2012,36,0,0.8,49.7,0.1,2.9,0.0,0.8,1.9,0.0,1.6,0.8,0.0
Theo Walcott,Arsenal,30,"Midfielder, Forward",2286,14.0,10,3.0,0.0,2.7,83.1,0.2,1.0,7.24,PremierLeague,2012,24,8,1.3,16.6,0.9,0.3,0.1,1.5,1.1,0.8,1.3,0.9,0.0
Mousa Dembélé,Tottenham,31,Midfielder,2211,1.0,3,4.0,0.0,0.8,90.8,0.9,0.0,7.23,PremierLeague,2012,26,4,1.9,48.8,0.0,3.3,0.1,1.8,1.2,0.0,1.3,0.9,0.0
Adel Taarabt,Queens Park Rangers,30,"Midfielder, Forward",2245,5.0,4,5.0,0.0,3.2,81.4,0.2,2.0,7.22,PremierLeague,2012,25,6,2.5,37.2,1.2,2.8,0.3,2.7,1.9,0.0,1.7,2.2,0.0
Lucas Leiva,Liverpool,32,"Midfielder, Forward",1953,0.0,1,6.0,0.0,0.1,87.6,1.8,0.0,7.21,PremierLeague,2012,24,2,0.7,58.8,0.0,2.2,0.0,0.2,0.5,0.0,0.6,0.4,0.0
David Luiz,Chelsea,32,"Midfielder, Forward",2634,2.0,2,8.0,0.0,1.9,81.1,2.0,2.0,7.21,PremierLeague,2012,29,1,0.7,50.5,0.2,5.2,0.1,0.3,1.4,0.0,0.5,0.9,0.0
Yohan Cabaye,Newcastle United,33,Midfielder,2124,6.0,2,8.0,0.0,2.3,79.6,0.2,3.0,7.2,PremierLeague,2012,25,1,2.0,45.1,1.7,5.4,0.2,0.3,0.5,0.0,1.1,0.7,0.0
Pablo Zabaleta,Manchester City,34,"Midfielder, Forward",2652,2.0,2,7.0,0.0,0.7,85.1,1.5,2.0,7.18,PremierLeague,2012,29,1,0.6,43.7,0.4,1.5,0.0,0.1,1.1,0.1,0.7,0.5,0.0
Yaya Touré,Manchester City,36,Midfielder,2830,6.0,5,6.0,0.0,2.1,88.9,0.8,1.0,7.18,PremierLeague,2012,32,0,1.4,78.9,0.2,5.5,0.4,1.1,1.0,0.0,1.2,0.7,0.0
Michu,Swansea,33,"Midfielder, Forward",3017,18.0,2,6.0,0.0,3.1,78.8,3.3,5.0,7.17,PremierLeague,2012,35,0,1.0,32.0,0.0,0.8,0.1,0.2,1.1,0.6,0.9,1.1,0.0
Abou Diaby,Arsenal,33,Midfielder,714,0.0,0,1.0,0.0,0.7,87.4,1.7,1.0,7.16,PremierLeague,2012,10,1,1.3,51.3,0.1,1.4,0.0,2.5,0.3,0.1,2.0,1.1,0.0
Steven Pienaar,Everton,37,Midfielder,3066,6.0,6,5.0,2.0,1.8,81.8,0.5,2.0,7.16,PremierLeague,2012,35,0,2.3,46.4,0.5,1.5,0.1,0.7,2.5,0.1,2.4,1.8,0.0
Kyle Walker,Tottenham,29,"Midfielder, Forward",3161,0.0,4,5.0,0.0,0.9,83.4,1.4,0.0,7.16,PremierLeague,2012,36,0,1.5,44.4,0.8,3.0,0.2,0.7,0.6,0.1,0.8,0.5,0.0
Matthew Lowton,Aston Villa,30,"Midfielder, Forward",3267,2.0,3,10.0,0.0,0.4,79.1,1.0,1.0,7.14,PremierLeague,2012,37,0,0.6,36.9,0.4,2.4,0.1,0.8,0.5,0.0,0.6,0.4,0.0
Seamus Coleman,Everton,30,"Midfielder, Forward",2163,0.0,5,4.0,0.0,0.4,80.5,0.6,0.0,7.12,PremierLeague,2012,24,2,1.0,29.2,0.9,1.2,0.0,1.0,1.7,0.1,1.1,1.0,0.0
Steve Sidwell,Fulham,36,Midfielder,2104,4.0,2,7.0,2.0,1.4,85.5,1.1,2.0,7.11,PremierLeague,2012,24,4,0.7,38.9,0.1,2.9,0.0,0.4,0.9,0.0,1.0,0.6,0.0
Kieran Gibbs,Arsenal,29,"Midfielder, Forward",2100,0.0,3,2.0,0.0,0.3,83.9,1.5,1.0,7.11,PremierLeague,2012,23,4,1.1,41.0,0.6,1.1,0.0,0.4,0.4,0.2,0.5,0.6,0.0
Ramires,Chelsea,32,Midfielder,2521,5.0,1,8.0,1.0,1.0,85.2,1.1,1.0,7.09,PremierLeague,2012,28,7,0.6,36.9,0.1,1.8,0.0,0.8,1.3,0.0,1.1,0.8,0.0
Michael Carrick,Manchester United,37,"Midfielder, Forward",3045,1.0,4,3.0,0.0,0.5,88.0,0.5,1.0,7.09,PremierLeague,2012,34,2,1.0,77.1,0.2,5.8,0.1,0.2,0.9,0.0,0.8,0.4,0.0
Frank Lampard,Chelsea,41,Midfielder,1901,15.0,1,2.0,0.0,2.8,81.9,0.3,2.0,7.08,PremierLeague,2012,21,8,1.1,42.9,0.3,3.2,0.1,0.3,0.4,0.1,0.5,0.6,0.0
Mark Noble,West Ham,32,Midfielder,2286,4.0,3,7.0,0.0,0.5,82.6,0.2,4.0,7.08,PremierLeague,2012,25,3,1.5,51.7,1.3,3.8,0.1,0.4,0.9,0.0,1.1,0.7,0.0
Kyle Naughton,Tottenham,30,"Midfielder, Forward",1061,0.0,1,0.0,0.0,0.4,83.2,1.6,0.0,7.06,PremierLeague,2012,13,1,0.8,47.6,0.4,2.9,0.1,0.3,0.2,0.0,0.4,0.4,0.0
Jack Wilshere,Arsenal,27,Midfielder,1696,0.0,3,3.0,1.0,0.5,86.2,0.4,0.0,7.05,PremierLeague,2012,20,5,1.9,47.7,0.5,2.6,0.4,2.2,2.1,0.2,1.2,1.0,0.0
Mohamed Diamé,West Ham,32,Midfielder,2612,3.0,0,3.0,0.0,1.6,84.2,0.7,0.0,7.05,PremierLeague,2012,31,2,0.7,23.2,0.2,1.2,0.1,2.0,1.2,0.0,2.5,1.8,0.0
Hatem Ben Arfa,Newcastle United,32,"Midfielder, Forward",1462,4.0,2,1.0,0.0,2.3,81.4,0.3,3.0,7.04,PremierLeague,2012,16,3,1.4,28.1,0.6,2.6,0.2,4.2,1.4,0.1,3.1,1.6,0.0
Sergio Agüero,Manchester City,31,"Midfielder, Forward",1946,12.0,2,2.0,0.0,2.9,82.4,0.2,0.0,7.03,PremierLeague,2012,22,8,1.3,23.3,0.1,0.4,0.1,1.9,0.8,0.5,2.8,1.5,0.0
Moussa Sissoko,Newcastle United,29,Midfielder,1070,3.0,2,2.0,0.0,2.0,78.6,2.3,1.0,7.03,PremierLeague,2012,12,0,1.6,38.9,0.6,1.6,0.4,2.4,1.0,0.2,3.0,2.9,0.0
Kevin Mirallas,Everton,31,"Midfielder, Forward",1836,6.0,3,3.0,0.0,2.6,80.9,0.1,1.0,7.03,PremierLeague,2012,23,4,1.6,21.7,1.2,0.9,0.0,1.4,0.9,0.6,1.7,1.2,0.0
Aaron Lennon,Tottenham,32,Midfielder,2840,4.0,7,1.0,0.0,0.9,84.5,0.2,1.0,7.03,PremierLeague,2012,33,1,2.0,25.9,0.4,0.5,0.1,1.3,1.2,0.2,1.1,0.9,0.0
Oscar,Chelsea,27,Midfielder,2293,4.0,5,2.0,0.0,1.8,83.0,0.3,1.0,7.03,PremierLeague,2012,24,10,1.4,39.8,0.6,1.2,0.0,1.1,1.1,0.1,1.6,1.8,0.0
James Milner,Manchester City,33,"Midfielder, Forward",1721,4.0,3,1.0,1.0,1.2,77.4,1.3,3.0,7.02,PremierLeague,2012,19,7,1.7,35.3,1.2,1.3,0.1,0.6,0.9,0.1,1.2,0.9,0.0
José Enrique,Liverpool,33,"Midfielder, Forward",2258,2.0,4,1.0,0.0,0.8,76.7,0.4,1.0,7.01,PremierLeague,2012,25,4,0.9,45.0,0.2,3.0,0.2,1.0,0.6,0.2,1.9,0.7,0.0
Antonio Valencia,Manchester United,33,"Midfielder, Forward",2212,1.0,5,6.0,0.0,0.5,84.2,1.0,0.0,7.0,PremierLeague,2012,24,6,1.4,35.9,1.3,0.8,0.0,1.4,0.7,0.3,1.5,0.9,0.0
Danny Rose,Sunderland,28,"Midfielder, Forward",2222,1.0,1,6.0,0.0,0.6,76.9,1.0,0.0,7.0,PremierLeague,2012,25,2,0.4,36.0,0.2,1.9,0.0,1.0,2.3,0.0,0.8,0.5,0.0
Stewart Downing,Liverpool,34,"Midfielder, Forward",2194,3.0,5,0.0,0.0,1.8,83.6,0.3,0.0,7.0,PremierLeague,2012,25,4,2.3,36.4,1.3,2.0,0.0,0.6,0.4,0.4,0.8,0.5,0.0
Shaun Maloney,Wigan,36,"Midfielder, Forward",2946,6.0,8,6.0,0.0,1.6,89.9,0.2,2.0,7.0,PremierLeague,2012,34,2,1.8,44.2,0.8,1.3,0.2,0.6,2.5,0.3,1.8,1.2,0.0
Ashley Young,Manchester United,33,"Midfielder, Forward",1375,0.0,3,1.0,0.0,1.4,83.5,0.6,0.0,6.99,PremierLeague,2012,17,2,1.8,35.3,1.2,1.4,0.1,0.5,2.1,0.2,0.9,0.9,0.0
César Azpilicueta,Chelsea,29,"Midfielder, Forward",2196,0.0,4,4.0,0.0,0.4,81.8,0.9,1.0,6.99,PremierLeague,2012,24,3,0.9,45.0,0.9,1.9,0.0,0.3,0.7,0.0,0.3,0.5,0.0
Gareth Barry,Manchester City,38,Midfielder,2397,1.0,2,6.0,0.0,0.7,86.3,1.7,1.0,6.99,PremierLeague,2012,27,4,1.2,58.8,0.4,2.8,0.1,0.2,0.8,0.1,0.9,0.7,0.0
Lukas Podolski,Arsenal,34,"Midfielder, Forward",2000,11.0,9,1.0,0.0,1.6,83.8,0.8,1.0,6.98,PremierLeague,2012,25,8,1.0,28.5,0.2,0.3,0.1,0.4,0.5,0.3,0.6,0.9,0.0
