Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Total goals,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble
Joris Delle,Nice,23,Goalkeeper,1029,0,0,0,0,0.0,62.8,0.2,2,6.89,Ligue1,2012,1989,11,2,0,0.0,0.2,0.2,0,0.0,0.0,0.0
Guillermo Ochoa,AC Ajaccio,27,Goalkeeper,3393,0,0,4,0,0.0,48.9,0.1,3,6.88,Ligue1,2012,1985,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Fabien Audard,Lorient,35,Goalkeeper,3025,0,0,3,2,0.0,54.1,0.3,1,6.86,Ligue1,2012,1977,34,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Stéphane Ruffier,Saint-Etienne,26,Goalkeeper,3420,0,0,2,0,0.0,62.0,0.1,1,6.84,Ligue1,2012,1986,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Steve Mandanda,Marseille,28,Goalkeeper,3420,0,0,4,0,0.0,57.1,0.1,5,6.84,Ligue1,2012,1984,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Cédric Carrasso,Bordeaux,31,Goalkeeper,3420,0,0,3,0,0.0,51.6,0.3,3,6.83,Ligue1,2012,1981,38,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Bertrand Laquait,Evian Thonon Gaillard,36,Goalkeeper,2503,0,0,1,1,0.0,38.7,0.1,1,6.81,Ligue1,2012,1976,29,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Rémy Vercoutre,Lyon,33,Goalkeeper,2790,0,0,2,0,0.0,46.2,0.2,1,6.8,Ligue1,2012,1979,31,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Alexis Thébaux,Brest,28,Goalkeeper,3240,0,0,1,0,0.0,47.4,0.0,2,6.78,Ligue1,2012,1984,36,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Mickaël Landreau,Lille,34,Goalkeeper,1350,0,0,1,0,0.0,79.5,0.1,0,6.77,Ligue1,2012,1978,15,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Damien Gregorini,Nancy,34,Goalkeeper,2070,0,0,0,0,0.0,59.3,0.0,2,6.76,Ligue1,2012,1978,23,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
David Ospina,Nice,24,Goalkeeper,2298,0,0,3,2,0.0,58.8,0.1,2,6.72,Ligue1,2012,1988,26,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Guy NDy Assembe,Nancy,27,Goalkeeper,1350,0,0,0,0,0.0,28.6,0.1,0,6.67,Ligue1,2012,1985,15,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Benoit Costil,Rennes,25,Goalkeeper,3266,0,0,0,1,0.0,44.9,0.1,0,6.66,Ligue1,2012,1987,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Steeve Elana,Lille,32,Goalkeeper,1800,0,0,0,0,0.0,66.2,0.2,0,6.56,Ligue1,2012,1980,20,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Geoffrey Jourdren,Montpellier,27,Goalkeeper,2899,0,0,3,0,0.0,43.1,0.1,0,6.55,Ligue1,2012,1985,33,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Magno Macedo Novaes,SC Bastia,30,Goalkeeper,990,0,0,1,0,0.0,49.4,0.0,1,6.16,Ligue1,2012,1982,11,0,0,0.1,0.0,0.1,0,0.0,0.1,0.0
Massimiliano Benassi,Lecce,30,Goalkeeper,2497,0,0,2,0,0.0,47.3,0.0,2,7.27,SerieA,2011,1981,29,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Jean-François Gillet,Bologna,33,Goalkeeper,2591,0,2,0,0,0.0,44.6,0.1,2,7.2,SerieA,2011,1978,29,0,0,0.1,0.0,0.4,0,0.0,0.0,0.0
Gianluca Pegolo,Robur Siena,30,Goalkeeper,1710,0,0,1,1,0.0,38.1,0.1,2,7.0,SerieA,2011,1981,19,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Francesco Antonioli,Cesena,42,Goalkeeper,2691,0,0,1,1,0.0,53.7,0.0,3,6.98,SerieA,2011,1969,30,0,0,0.1,0.0,0.2,0,0.0,0.1,0.0
Samir Handanovic,Udinese,27,Goalkeeper,3420,0,0,3,0,0.0,57.0,0.1,1,6.96,SerieA,2011,1984,38,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Zeljko Brkic,Robur Siena,25,Goalkeeper,1620,0,0,1,0,0.1,49.6,0.0,2,6.93,SerieA,2011,1986,18,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Gianluigi Buffon,Juventus,33,Goalkeeper,3150,0,0,0,0,0.0,85.4,0.0,1,6.92,SerieA,2011,1978,35,0,0,0.1,0.0,0.1,0,0.1,0.0,0.0
Alberto Maria Fontana,Novara,37,Goalkeeper,1216,0,0,0,0,0.0,59.4,0.0,0,6.86,SerieA,2011,1974,12,3,0,0.1,0.1,0.3,0,0.1,0.0,0.0
Stefano Sorrentino,Chievo,32,Goalkeeper,3332,0,0,1,0,0.0,45.0,0.0,2,6.84,SerieA,2011,1979,37,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Federico Marchetti,Lazio,28,Goalkeeper,2762,0,0,1,0,0.0,53.4,0.0,3,6.83,SerieA,2011,1983,31,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Samir Ujkani,Novara,23,Goalkeeper,2074,0,0,1,0,0.0,52.9,0.0,2,6.83,SerieA,2011,1988,24,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Andrea Consigli,Atalanta,24,Goalkeeper,3032,0,0,3,1,0.0,49.9,0.0,2,6.81,SerieA,2011,1987,35,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Alexandros Tzorvas,Palermo,29,Goalkeeper,990,0,0,1,0,0.0,43.4,0.0,1,6.81,SerieA,2011,1982,11,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Juan Carrizo,Catania,28,Goalkeeper,1259,0,0,2,1,0.0,65.9,0.0,2,6.8,SerieA,2011,1983,14,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Mariano Andújar,Catania,28,Goalkeeper,1470,0,0,1,0,0.0,45.5,0.1,1,6.8,SerieA,2011,1983,16,0,0,0.1,0.0,0.4,0,0.0,0.0,0.0
Artur Boruc,Fiorentina,31,Goalkeeper,3240,0,0,5,0,0.0,46.7,0.0,2,6.8,SerieA,2011,1980,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Michael Agazzi,Cagliari,27,Goalkeeper,3198,0,0,4,0,0.0,53.9,0.0,2,6.75,SerieA,2011,1984,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Sebastien Frey,Genoa,32,Goalkeeper,3420,0,0,1,0,0.0,48.1,0.0,2,6.74,SerieA,2011,1979,38,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Julio César,Inter,32,Goalkeeper,2916,0,0,4,1,0.0,66.1,0.0,1,6.71,SerieA,2011,1979,33,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Christian Abbiati,AC Milan,34,Goalkeeper,2692,0,0,0,0,0.0,51.9,0.1,0,6.68,SerieA,2011,1977,31,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Antonio Mirante,Parma,28,Goalkeeper,2673,0,0,3,0,0.0,48.9,0.1,0,6.66,SerieA,2011,1983,30,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Maarten Stekelenburg,Roma,29,Goalkeeper,2391,0,0,0,2,0.0,72.3,0.0,1,6.64,SerieA,2011,1982,29,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Emiliano Viviano,Palermo,26,Goalkeeper,1756,0,0,1,0,0.0,49.4,0.1,1,6.62,SerieA,2011,1985,20,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Morgan De Sanctis,Napoli,35,Goalkeeper,3330,0,0,1,0,0.0,53.8,0.1,0,6.57,SerieA,2011,1976,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Heurelho Gomes,Watford,34,Goalkeeper,3397,0,0,4,0,0.0,46.4,0.4,5,7.07,PremierLeague,2015,1981,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Vito Mannone,Sunderland,28,Goalkeeper,1710,0,0,2,0,0.0,39.9,0.4,0,6.97,PremierLeague,2015,1987,19,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Petr Cech,Arsenal,34,Goalkeeper,3060,0,0,0,0,0.0,59.0,0.2,2,6.94,PremierLeague,2015,1981,34,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Jack Butland,Stoke,22,Goalkeeper,2790,0,0,0,0,0.0,49.7,0.1,2,6.9,PremierLeague,2015,1993,31,0,0,0.0,0.1,0.0,0,0.0,0.1,0.0
Lukasz Fabianski,Swansea,31,Goalkeeper,3330,0,1,1,0,0.0,58.0,0.4,2,6.87,PremierLeague,2015,1984,37,0,0,0.1,0.0,0.2,0,0.0,0.1,0.0
Adrián,West Ham,28,Goalkeeper,2880,0,0,1,1,0.0,50.5,0.2,1,6.81,PremierLeague,2015,1987,32,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Kasper Schmeichel,Leicester,29,Goalkeeper,3420,0,0,2,0,0.0,35.7,0.2,0,6.78,PremierLeague,2015,1986,38,0,0,0.1,0.0,0.0,0,0.0,0.0,0.0
Tim Howard,Everton,37,Goalkeeper,2250,0,0,1,0,0.0,58.4,0.1,2,6.78,PremierLeague,2015,1978,25,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Asmir Begovic,Chelsea,29,Goalkeeper,1397,0,0,0,0,0.0,47.0,0.4,0,6.76,PremierLeague,2015,1986,15,2,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Fraser Forster,Southampton,27,Goalkeeper,1620,0,0,0,0,0.0,50.8,0.1,1,6.75,PremierLeague,2015,1988,18,0,0,0.0,0.1,0.0,0,0.0,0.0,0.0
Hugo Lloris,Tottenham,29,Goalkeeper,3330,0,0,0,0,0.0,63.8,0.1,0,6.75,PremierLeague,2015,1986,37,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Joe Hart,Manchester City,28,Goalkeeper,3110,0,0,0,0,0.0,52.6,0.3,0,6.7,PremierLeague,2015,1987,35,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Ben Foster,West Bromwich Albion,32,Goalkeeper,1350,0,0,1,0,0.0,42.0,0.1,0,6.69,PremierLeague,2015,1983,15,0,0,0.0,0.0,0.0,0,0.0,0.1,0.0
Joel Robles,Everton,25,Goalkeeper,1170,0,0,1,0,0.0,46.1,0.1,0,6.66,PremierLeague,2015,1990,13,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Thibaut Courtois,Chelsea,23,Goalkeeper,2020,0,0,1,2,0.0,48.2,0.3,0,6.66,PremierLeague,2015,1992,23,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
David de Gea,Manchester United,25,Goalkeeper,3060,0,0,0,0,0.0,56.9,0.0,0,6.66,PremierLeague,2015,1990,34,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Robert Elliot,Newcastle United,30,Goalkeeper,1890,0,0,1,0,0.0,51.3,0.5,1,6.63,PremierLeague,2015,1985,21,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Brad Guzan,Aston Villa,31,Goalkeeper,2520,0,0,2,0,0.0,52.0,0.1,0,6.57,PremierLeague,2015,1984,28,0,0,0.0,0.0,0.0,0,0.0,0.1,0.0
Boaz Myhill,West Bromwich Albion,33,Goalkeeper,2070,0,0,2,0,0.0,41.9,0.2,0,6.57,PremierLeague,2015,1982,23,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Costel Pantilimon,Sunderland,28,Goalkeeper,1530,0,0,3,0,0.0,45.3,0.2,1,6.56,PremierLeague,2015,1987,17,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Simon Mignolet,Liverpool,27,Goalkeeper,3060,0,0,2,0,0.0,60.6,0.1,0,6.52,PremierLeague,2015,1988,34,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Declan Rudd,Norwich,25,Goalkeeper,990,0,0,2,0,0.0,40.7,0.0,0,6.5,PremierLeague,2015,1990,11,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Maarten Stekelenburg,Southampton,33,Goalkeeper,1530,0,0,0,0,0.0,58.0,0.2,0,6.49,PremierLeague,2015,1982,17,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Wayne Hennessey,Crystal Palace,28,Goalkeeper,2610,0,0,1,0,0.0,43.8,0.1,0,6.48,PremierLeague,2015,1987,29,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Artur Boruc,Bournemouth,35,Goalkeeper,2880,0,0,2,0,0.0,54.0,0.1,2,6.46,PremierLeague,2015,1980,32,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
John Ruddy,Norwich,29,Goalkeeper,2430,0,0,0,0,0.0,48.4,0.1,0,6.44,PremierLeague,2015,1986,27,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Mark Bunn,Aston Villa,31,Goalkeeper,900,0,0,2,0,0.0,41.5,0.3,0,6.4,PremierLeague,2015,1984,10,0,0,0.0,0.0,0.0,0,0.0,0.1,0.0
Alisson,Liverpool,27,Goalkeeper,3240,0,1,0,0,0.0,85.5,0.4,1,6.88,PremierLeague,2019,1992,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
José Sá,Wolves,26,Goalkeeper,3286,0,1,3,0,0.0,63.0,0.4,5,6.83,PremierLeague,2019,1993,37,0,0,0.1,0.0,0.3,0,0.0,0.1,0.1
Nick Pope,Burnley,27,Goalkeeper,3240,0,0,1,0,0.0,44.5,0.5,5,6.82,PremierLeague,2019,1992,36,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
David Raya,Brentford,24,Goalkeeper,2160,0,0,1,0,0.0,64.5,0.4,0,6.8,PremierLeague,2019,1995,24,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Hugo Lloris,Tottenham,33,Goalkeeper,3420,0,0,2,0,0.0,76.8,0.4,0,6.79,PremierLeague,2019,1986,38,0,0,0.1,0.0,0.1,0,0.0,0.1,0.0
Lukasz Fabianski,West Ham,34,Goalkeeper,3330,0,0,2,0,0.0,59.2,0.3,1,6.76,PremierLeague,2019,1985,37,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Kasper Schmeichel,Leicester,33,Goalkeeper,3330,0,0,2,0,0.0,69.7,0.3,2,6.73,PremierLeague,2019,1986,37,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Fraser Forster,Southampton,31,Goalkeeper,1710,0,0,1,0,0.0,54.7,0.4,1,6.71,PremierLeague,2019,1988,19,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Vicente Guaita,Crystal Palace,32,Goalkeeper,2656,0,0,2,0,0.0,74.9,0.3,1,6.7,PremierLeague,2019,1987,30,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Ederson,Man City,26,Goalkeeper,3330,0,0,3,0,0.0,88.8,0.3,0,6.69,PremierLeague,2019,1993,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Édouard Mendy,Chelsea,28,Goalkeeper,3060,0,0,3,0,0.0,82.0,0.3,1,6.68,PremierLeague,2019,1991,34,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Martin Dúbravka,Newcastle,30,Goalkeeper,2340,0,0,1,0,0.0,59.4,0.2,1,6.66,PremierLeague,2019,1989,26,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Aaron Ramsdale,Arsenal,21,Goalkeeper,3060,0,0,1,0,0.0,62.6,0.2,2,6.65,PremierLeague,2019,1998,34,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
David de Gea,Man Utd,29,Goalkeeper,3420,0,0,0,0,0.0,68.9,0.2,1,6.64,PremierLeague,2019,1990,38,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Robert Sánchez,Brighton,22,Goalkeeper,3330,0,0,4,1,0.0,67.4,0.5,0,6.63,PremierLeague,2019,1997,37,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Emiliano Martínez,Aston Villa,27,Goalkeeper,3240,0,0,4,0,0.0,70.4,0.3,0,6.63,PremierLeague,2019,1992,36,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Illan Meslier,Leeds,19,Goalkeeper,3385,0,0,2,0,0.0,69.0,0.4,0,6.62,PremierLeague,2019,2000,38,0,0,0.0,0.0,0.2,0,0.0,0.1,0.1
Jordan Pickford,Everton,25,Goalkeeper,3150,0,0,2,0,0.0,48.1,0.3,3,6.6,PremierLeague,2019,1994,35,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Tim Krul,Norwich,31,Goalkeeper,2610,0,0,1,0,0.0,65.4,0.2,0,6.42,PremierLeague,2019,1988,29,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ben Foster,Watford,36,Goalkeeper,2340,0,1,0,0,0.0,44.0,0.2,1,6.27,PremierLeague,2019,1983,26,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Gerónimo Rulli,Montpellier,27,Goalkeeper,2250,0,0,0,0,0.0,74.1,0.2,0,7.04,Ligue1,2019,1992,25,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Predrag Rajkovic,Reims,24,Goalkeeper,2430,0,0,1,0,0.0,69.8,0.4,3,7.03,Ligue1,2019,1995,27,0,0,0.0,0.0,0.4,0,0.0,0.1,0.0
Gautier Larsonneur,Brest,23,Goalkeeper,2398,0,0,2,0,0.0,68.8,0.3,3,7.02,Ligue1,2019,1996,27,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Alexandre Oukidja,Metz,31,Goalkeeper,2386,0,0,3,0,0.0,46.0,0.8,2,6.96,Ligue1,2019,1988,27,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Édouard Mendy,Rennes,28,Goalkeeper,2160,0,0,1,0,0.0,70.1,0.7,2,6.95,Ligue1,2019,1991,24,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Walter Benítez,Nice,27,Goalkeeper,2340,0,0,0,0,0.0,82.4,0.4,1,6.94,Ligue1,2019,1992,26,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Alfred Gomis,Dijon,26,Goalkeeper,1627,0,0,0,0,0.0,65.5,0.3,2,6.9,Ligue1,2019,1993,19,0,0,0.0,0.0,0.1,0,0.0,0.0,0.1
Matz Sels,Strasbourg,28,Goalkeeper,2430,0,0,0,0,0.0,63.4,0.4,1,6.71,Ligue1,2019,1991,27,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Anthony Lopes,Lyon,29,Goalkeeper,2340,0,0,1,0,0.0,80.2,0.2,2,6.71,Ligue1,2019,1990,26,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Keylor Navas,PSG,33,Goalkeeper,1890,0,0,0,0,0.0,84.5,0.0,0,6.69,Ligue1,2019,1986,21,0,0,0.0,0.0,0.0,0,0.0,0.1,0.0
Benjamin Lecomte,Monaco,28,Goalkeeper,2520,0,0,1,0,0.0,70.5,0.4,0,6.67,Ligue1,2019,1991,28,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Steve Mandanda,Marseille,34,Goalkeeper,2371,0,0,1,0,0.0,62.7,0.2,1,6.66,Ligue1,2019,1985,27,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Benoît Costil,Bordeaux,32,Goalkeeper,2520,0,0,1,0,0.0,66.8,0.2,0,6.64,Ligue1,2019,1987,28,0,0,0.0,0.0,0.1,0,0.0,0.0,0.1
Alban Lafont,Nantes,20,Goalkeeper,2430,0,0,3,0,0.0,56.6,0.4,1,6.63,Ligue1,2019,1999,27,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Paul Bernardoni,Nimes,22,Goalkeeper,2204,0,0,0,0,0.0,57.8,0.4,0,6.61,Ligue1,2019,1997,25,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Mike Maignan,Lille,24,Goalkeeper,2520,0,0,0,0,0.0,57.3,0.1,0,6.58,Ligue1,2019,1995,28,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Régis Gurtner,Amiens,33,Goalkeeper,2520,0,0,0,0,0.0,60.4,0.4,0,6.51,Ligue1,2019,1986,28,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Baptiste Reynet,Toulouse,29,Goalkeeper,2034,0,0,1,0,0.0,59.8,0.1,0,6.42,Ligue1,2019,1990,22,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Stéphane Ruffier,Saint-Etienne,33,Goalkeeper,1980,0,0,1,0,0.0,62.9,0.0,0,6.35,Ligue1,2019,1986,22,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ludovic Butelle,Angers,36,Goalkeeper,2340,0,0,0,0,0.0,57.8,0.3,0,6.32,Ligue1,2019,1983,26,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Marc-André ter Stegen,Borussia M.Gladbach,19,Goalkeeper,3060,0,0,0,0,0.0,73.2,0.1,1,7.11,Bundesliga,2011,1992,34,0,0,0.1,0.1,0.5,0,0.0,0.0,0.0
Bernd Leno,Bayer Leverkusen,19,Goalkeeper,2970,0,0,1,0,0.0,62.6,0.0,2,6.9,Bundesliga,2011,1992,33,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Roman Weidenfeller,Borussia Dortmund,31,Goalkeeper,2880,0,0,0,0,0.0,68.7,0.0,0,6.88,Bundesliga,2011,1980,32,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Tim Wiese,Werder Bremen,30,Goalkeeper,2448,0,0,1,1,0.0,69.3,0.0,0,6.86,Bundesliga,2011,1981,28,0,0,0.0,0.0,0.7,0,0.0,0.2,0.0
Heinz Müller,Mainz 05,34,Goalkeeper,1080,0,0,0,0,0.0,50.4,0.0,0,6.84,Bundesliga,2011,1977,12,0,0,0.2,0.1,0.3,0,0.0,0.0,0.0
Sven Ulreich,VfB Stuttgart,23,Goalkeeper,3060,0,0,3,0,0.0,60.7,0.0,2,6.81,Bundesliga,2011,1988,34,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Ron-Robert Zieler,Hannover 96,22,Goalkeeper,3060,0,0,2,0,0.0,49.3,0.0,0,6.78,Bundesliga,2011,1989,34,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Oliver Baumann,Freiburg,21,Goalkeeper,2970,0,0,1,0,0.0,61.7,0.0,1,6.77,Bundesliga,2011,1990,33,0,0,0.1,0.0,0.2,0,0.0,0.1,0.0
Tom Starke,Hoffenheim,30,Goalkeeper,2970,0,0,0,0,0.0,61.1,0.0,0,6.75,Bundesliga,2011,1981,33,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Simon Jentzsch,Augsburg,36,Goalkeeper,2520,0,0,1,0,0.0,42.7,0.0,1,6.74,Bundesliga,2011,1975,28,0,0,0.0,0.0,0.4,0,0.0,0.0,0.0
Kevin Trapp,Kaiserslautern,21,Goalkeeper,2070,0,0,1,0,0.0,62.0,0.1,0,6.71,Bundesliga,2011,1990,23,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Manuel Neuer,Bayern Munich,25,Goalkeeper,2970,0,0,0,0,0.0,69.9,0.1,0,6.68,Bundesliga,2011,1986,33,0,0,0.0,0.1,0.2,0,0.0,0.1,0.0
Jaroslav Drobny,Hamburger SV,32,Goalkeeper,2814,0,0,2,0,0.0,58.0,0.0,0,6.68,Bundesliga,2011,1979,32,0,0,0.0,0.1,0.3,0,0.0,0.0,0.0
Diego Benaglio,Wolfsburg,28,Goalkeeper,2880,0,0,3,0,0.0,58.9,0.0,1,6.67,Bundesliga,2011,1983,32,0,0,0.0,0.1,0.3,0,0.0,0.0,0.0
Thomas Kraft,Hertha Berlin,23,Goalkeeper,2964,0,0,3,0,0.0,55.6,0.0,0,6.66,Bundesliga,2011,1988,34,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Christian Wetklo,Mainz 05,32,Goalkeeper,1980,0,0,3,0,0.0,51.7,0.0,0,6.65,Bundesliga,2011,1979,22,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Raphael Schäfer,Nuernberg,33,Goalkeeper,2206,0,0,4,0,0.0,66.1,0.0,0,6.65,Bundesliga,2011,1978,25,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Lars Unnerstall,Schalke 04,21,Goalkeeper,1817,0,0,1,0,0.0,62.7,0.0,0,6.64,Bundesliga,2011,1990,20,1,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Tobias Sippel,Kaiserslautern,23,Goalkeeper,990,0,0,0,0,0.0,58.0,0.0,1,6.63,Bundesliga,2011,1988,11,0,0,0.1,0.1,0.5,0,0.1,0.0,0.0
Michael Rensing,FC Cologne,27,Goalkeeper,2880,0,0,2,0,0.0,47.3,0.1,0,6.54,Bundesliga,2011,1984,32,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Jean-François Gillet,Bari,31,Goalkeeper,3330,0,0,2,0,0.0,67.9,0.0,5,7.15,SerieA,2009,1978,37,0,0,0.1,0.1,0.2,0,0.0,0.0,0.0
Emiliano Viviano,Bologna,24,Goalkeeper,3060,0,0,1,0,0.0,46.1,0.0,1,7.01,SerieA,2009,1985,34,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Julio Sergio,Roma,31,Goalkeeper,2633,0,0,0,0,0.0,57.7,0.0,0,6.93,SerieA,2009,1978,30,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Salvatore Sirigu,Palermo,22,Goalkeeper,2880,0,0,3,0,0.0,49.4,0.0,3,6.92,SerieA,2009,1987,32,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Morgan De Sanctis,Napoli,33,Goalkeeper,3420,0,0,2,0,0.0,56.4,0.0,3,6.92,SerieA,2009,1976,38,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Marco Storari,Sampdoria,33,Goalkeeper,1710,0,0,2,0,0.0,43.1,0.1,1,6.9,SerieA,2009,1976,19,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Luca Castellazzi,Sampdoria,34,Goalkeeper,1670,0,0,1,0,0.0,47.0,0.0,1,6.9,SerieA,2009,1975,19,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Stefano Sorrentino,Chievo,30,Goalkeeper,3330,0,0,3,0,0.0,50.8,0.0,1,6.89,SerieA,2009,1979,37,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Dida,AC Milan,36,Goalkeeper,2067,0,0,0,0,0.0,58.3,0.0,1,6.88,SerieA,2009,1973,23,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Gianluca Curci,Robur Siena,24,Goalkeeper,3119,0,0,1,1,0.0,48.3,0.1,1,6.84,SerieA,2009,1985,36,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Samir Handanovic,Udinese,25,Goalkeeper,3330,0,0,4,0,0.0,57.7,0.0,0,6.82,SerieA,2009,1984,37,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Mariano Andújar,Catania,26,Goalkeeper,3117,0,1,3,0,0.0,49.0,0.0,1,6.79,SerieA,2009,1983,35,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Andrea Consigli,Atalanta,22,Goalkeeper,2748,0,0,1,0,0.0,55.7,0.0,1,6.78,SerieA,2009,1987,31,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
