Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Total goals,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble
Marc-André ter Stegen,Barcelona,26,Goalkeeper,3150,0,0,0,0,0.0,83.2,0.1,0,6.69,LaLiga,2018,1992,35,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Iván Cuéllar,Leganes,34,Goalkeeper,3056,0,0,5,0,0.0,51.7,0.4,1,6.65,LaLiga,2018,1984,34,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Pau López,Real Betis,24,Goalkeeper,2970,0,0,3,0,0.0,79.1,0.3,2,6.64,LaLiga,2018,1994,33,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Alberto García,Rayo Vallecano,33,Goalkeeper,1530,0,0,1,0,0.0,65.4,0.1,0,6.6,LaLiga,2018,1985,17,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Tomás Vaclik,Sevilla,30,Goalkeeper,2970,0,0,1,0,0.0,52.0,0.4,2,6.58,LaLiga,2018,1988,33,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Jordi Masip,Real Valladolid,29,Goalkeeper,3150,0,0,1,0,0.0,44.5,0.1,3,6.57,LaLiga,2018,1989,35,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Gerónimo Rulli,Real Sociedad,26,Goalkeeper,2430,0,0,3,0,0.0,68.9,0.4,2,6.57,LaLiga,2018,1992,27,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Rubén Blanco,Celta Vigo,23,Goalkeeper,2250,0,0,2,0,0.0,60.1,0.1,0,6.53,LaLiga,2018,1995,25,0,0,0.1,0.0,0.0,0,0.0,0.0,0.0
Sergio Álvarez,Celta Vigo,32,Goalkeeper,1170,0,0,1,0,0.0,62.5,0.3,0,6.51,LaLiga,2018,1986,13,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Sergio Álvarez,Celta Vigo,26,Goalkeeper,1170,0,0,1,0,0.0,62.5,0.3,0,6.51,LaLiga,2018,1992,13,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Miguel Ángel Moyá,Real Sociedad,34,Goalkeeper,990,0,0,1,0,0.0,78.8,0.5,0,6.51,LaLiga,2018,1984,11,0,0,0.0,0.1,0.1,0,0.0,0.1,0.0
Stole Dimitrievski,Rayo Vallecano,25,Goalkeeper,1890,0,0,3,0,0.0,58.3,0.3,1,6.5,LaLiga,2018,1993,21,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Iago Herrerín,Athletic Bilbao,30,Goalkeeper,2790,0,1,1,0,0.0,52.2,0.6,1,6.46,LaLiga,2018,1988,31,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Marko Dmitrovic,Eibar,27,Goalkeeper,2160,0,0,3,0,0.0,43.5,0.3,1,6.44,LaLiga,2018,1991,24,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Asier Riesgo,Eibar,35,Goalkeeper,1261,0,0,1,0,0.0,51.9,0.1,0,6.4,LaLiga,2018,1983,15,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Aleksandar Jovanovic,SD Huesca,26,Goalkeeper,1080,0,0,1,0,0.0,43.7,0.3,0,6.25,LaLiga,2018,1992,12,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Manuel Riemann,Bochum,33,Goalkeeper,2700,0,1,2,0,0.0,60.6,0.3,3,6.81,Bundesliga,2021,1988,30,0,0,0.2,0.0,0.2,0,0.0,0.0,0.0
Lukás Hrádecky,Leverkusen,32,Goalkeeper,2880,0,0,1,0,0.0,73.8,0.3,1,6.8,Bundesliga,2021,1989,32,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Marvin Schwäbe,FC Koln,26,Goalkeeper,1890,0,0,1,0,0.0,81.4,0.2,1,6.78,Bundesliga,2021,1995,21,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Yann Sommer,Borussia M.Gladbach,33,Goalkeeper,2880,0,1,2,0,0.0,73.5,0.3,3,6.75,Bundesliga,2021,1988,32,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Manuel Neuer,Bayern,35,Goalkeeper,2511,0,0,0,0,0.0,86.2,0.2,0,6.74,Bundesliga,2021,1986,28,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Stefan Ortega,Arminia Bielefeld,29,Goalkeeper,2970,0,0,1,0,0.0,69.0,0.1,2,6.73,Bundesliga,2021,1992,33,0,0,0.2,0.0,0.1,0,0.0,0.0,0.0
Mark Flekken,Freiburg,28,Goalkeeper,2880,0,0,0,0,0.0,66.1,0.1,0,6.71,Bundesliga,2021,1993,32,0,0,0.0,0.0,0.0,0,0.0,0.0,0.1
Koen Casteels,Wolfsburg,29,Goalkeeper,2520,0,0,1,0,0.0,75.4,0.3,2,6.7,Bundesliga,2021,1992,28,0,0,0.0,0.0,0.1,0,0.0,0.0,0.1
Gregor Kobel,Borussia Dortmund,24,Goalkeeper,2566,0,0,0,0,0.0,79.4,0.1,1,6.68,Bundesliga,2021,1997,29,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Kevin Trapp,Eintracht Frankfurt,31,Goalkeeper,2880,0,0,2,0,0.0,61.5,0.2,1,6.67,Bundesliga,2021,1990,32,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Oliver Baumann,Hoffenheim,31,Goalkeeper,2970,0,0,1,0,0.0,78.2,0.3,1,6.66,Bundesliga,2021,1990,33,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Robin Zentner,Mainz,27,Goalkeeper,2880,0,0,1,0,0.0,63.9,0.3,2,6.64,Bundesliga,2021,1994,32,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Péter Gulácsi,RBL,31,Goalkeeper,2967,0,0,1,0,0.0,77.9,0.2,1,6.58,Bundesliga,2021,1990,33,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Rafal Gikiewicz,Augsburg,34,Goalkeeper,3060,0,0,0,0,0.0,62.9,0.4,1,6.54,Bundesliga,2021,1987,34,0,0,0.1,0.0,0.2,0,0.0,0.1,0.0
Andreas Luthe,Union Berlin,34,Goalkeeper,2430,0,0,3,0,0.0,61.8,0.3,1,6.45,Bundesliga,2021,1987,27,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Alexander Schwolow,Hertha Berlin,29,Goalkeeper,2176,0,0,1,0,0.0,67.6,0.2,1,6.43,Bundesliga,2021,1992,25,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Florian Müller,Stuttgart,24,Goalkeeper,2700,0,0,0,0,0.0,81.6,0.3,0,6.4,Bundesliga,2021,1997,30,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Ivan Provedel,Lazio,28,Goalkeeper,2242,0,0,0,0,0.0,76.8,0.2,0,6.98,SerieA,2022,1994,24,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Guglielmo Vicario,Empoli,26,Goalkeeper,2160,0,0,3,0,0.0,71.1,0.3,1,6.85,SerieA,2022,1996,24,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Luigi Sepe,Salernitana,31,Goalkeeper,1530,0,0,3,0,0.0,63.9,0.3,1,6.84,SerieA,2022,1991,17,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Emil Audero,Sampdoria,25,Goalkeeper,2250,0,0,1,0,0.0,63.6,0.2,5,6.78,SerieA,2022,1997,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Lukasz Skorupski,Bologna,31,Goalkeeper,2250,0,0,3,0,0.0,72.7,0.2,0,6.78,SerieA,2022,1991,25,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Lorenzo Montipò,Verona,26,Goalkeeper,2160,0,0,0,0,0.0,58.9,0.1,0,6.77,SerieA,2022,1996,24,0,0,0.0,0.0,0.2,0,0.0,0.2,0.0
Michele Di Gregorio,Monza,25,Goalkeeper,2160,0,0,0,0,0.0,70.8,0.1,1,6.75,SerieA,2022,1997,24,0,0,0.0,0.0,0.0,0,0.0,0.0,0.1
Marco Carnesecchi,Cremonese,22,Goalkeeper,1440,0,1,1,0,0.0,53.3,0.1,1,6.73,SerieA,2022,2000,16,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Wladimiro Falcone,Lecce,27,Goalkeeper,2250,0,0,1,0,0.0,44.3,0.4,2,6.73,SerieA,2022,1995,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Wojciech Szczesny,Juventus,32,Goalkeeper,1573,0,0,0,0,0.0,72.7,0.3,0,6.72,SerieA,2022,1990,18,0,0,0.0,0.0,0.0,0,0.0,0.1,0.0
Alex Meret,Napoli,25,Goalkeeper,2250,0,0,0,0,0.0,85.4,0.1,1,6.71,SerieA,2022,1997,25,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
André Onana,Inter,26,Goalkeeper,1440,0,0,1,0,0.0,76.8,0.1,1,6.71,SerieA,2022,1996,16,0,0,0.1,0.0,0.0,0,0.0,0.0,0.0
Juan Musso,Atalanta,28,Goalkeeper,1628,0,0,1,0,0.0,68.8,0.1,0,6.61,SerieA,2022,1994,19,0,0,0.1,0.0,0.3,0,0.0,0.1,0.0
Bartlomiej Dragowski,Spezia,25,Goalkeeper,1958,0,0,1,0,0.0,64.1,0.3,5,6.6,SerieA,2022,1997,23,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Ciprian Tatarusanu,AC Milan,37,Goalkeeper,1440,0,1,0,0,0.0,75.5,0.1,0,6.59,SerieA,2022,1985,16,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Vanja Milinkovic-Savic,Torino,26,Goalkeeper,2250,0,0,2,0,0.0,54.1,0.3,1,6.53,SerieA,2022,1996,25,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Marco Silvestri,Udinese,31,Goalkeeper,2250,0,0,0,0,0.0,74.0,0.2,0,6.53,SerieA,2022,1991,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Pietro Terracciano,Fiorentina,32,Goalkeeper,1980,0,0,1,0,0.0,73.9,0.3,1,6.53,SerieA,2022,1990,22,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Rui Patrício,Roma,34,Goalkeeper,2250,0,0,1,0,0.0,74.0,0.0,0,6.43,SerieA,2022,1988,25,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Andrea Consigli,Sassuolo,35,Goalkeeper,2070,0,0,0,0,0.0,76.3,0.3,1,6.42,SerieA,2022,1987,23,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Ali Ahamada,Toulouse,20,Goalkeeper,3420,0,0,1,0,0.0,51.7,0.1,6,7.27,Ligue1,2011,1991,38,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Steeve Elana,Brest,31,Goalkeeper,3330,0,0,0,0,0.0,55.8,0.1,4,7.14,Ligue1,2011,1980,37,0,0,0.0,0.0,0.0,0,0.0,0.1,0.0
Geoffrey Jourdren,Montpellier,26,Goalkeeper,3060,0,0,2,0,0.0,57.3,0.0,4,7.11,Ligue1,2011,1985,34,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
David Ospina,Nice,23,Goalkeeper,3263,0,0,4,1,0.0,60.4,0.0,3,7.03,Ligue1,2011,1988,37,0,0,0.1,0.1,0.4,0,0.0,0.0,0.0
Guillermo Ochoa,AC Ajaccio,26,Goalkeeper,3327,0,0,2,0,0.0,47.2,0.0,2,7.03,Ligue1,2011,1985,37,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Steve Mandanda,Marseille,27,Goalkeeper,3420,0,0,2,0,0.0,59.2,0.1,1,7.0,Ligue1,2011,1984,38,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Stephan Andersen,Evian Thonon Gaillard,30,Goalkeeper,2639,0,1,1,0,0.0,39.5,0.0,2,6.95,Ligue1,2011,1981,29,1,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Stéphane Ruffier,Saint-Etienne,25,Goalkeeper,3420,0,0,2,0,0.0,49.4,0.0,6,6.94,Ligue1,2011,1986,38,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Hugo Lloris,Lyon,25,Goalkeeper,3195,0,0,0,1,0.0,55.0,0.1,2,6.9,Ligue1,2011,1986,36,0,0,0.1,0.0,0.1,0,0.0,0.1,0.0
Fabien Audard,Lorient,34,Goalkeeper,2468,0,0,1,1,0.0,58.1,0.0,4,6.89,Ligue1,2011,1977,29,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Baptiste Reynet,Dijon,21,Goalkeeper,3330,0,0,1,0,0.0,43.2,0.0,2,6.87,Ligue1,2011,1990,37,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Alexis Thébaux,Caen,27,Goalkeeper,3420,0,0,2,0,0.0,51.5,0.1,3,6.86,Ligue1,2011,1984,38,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Salvatore Sirigu,Paris Saint-Germain,24,Goalkeeper,3420,0,0,1,0,0.0,53.5,0.0,1,6.85,Ligue1,2011,1987,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Mickaël Landreau,Lille,33,Goalkeeper,3420,0,0,1,0,0.0,73.5,0.1,2,6.8,Ligue1,2011,1978,38,0,0,0.1,0.0,0.0,0,0.0,0.0,0.0
Cédric Carrasso,Bordeaux,30,Goalkeeper,3316,0,0,1,1,0.0,51.9,0.0,0,6.78,Ligue1,2011,1981,37,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Nicolas Penneteau,Valenciennes,31,Goalkeeper,3420,0,1,0,0,0.0,46.6,0.0,1,6.77,Ligue1,2011,1980,38,0,0,0.1,0.0,0.2,0,0.0,0.1,0.0
Teddy Richert,Sochaux,37,Goalkeeper,2720,0,0,1,0,0.0,49.6,0.0,2,6.75,Ligue1,2011,1974,31,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Benoit Costil,Rennes,24,Goalkeeper,3330,0,0,3,0,0.0,47.4,0.1,2,6.7,Ligue1,2011,1987,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Guy NDy Assembe,Nancy,26,Goalkeeper,2790,0,0,2,0,0.0,33.6,0.0,0,6.66,Ligue1,2011,1985,31,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Olivier Sorin,Auxerre,31,Goalkeeper,3240,0,0,2,0,0.0,52.1,0.1,2,6.57,Ligue1,2011,1980,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Koen Casteels,Wolfsburg,25,Goalkeeper,3060,0,0,1,0,0.0,60.7,0.6,2,6.92,Bundesliga,2017,1992,34,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Ron-Robert Zieler,VfB Stuttgart,28,Goalkeeper,3060,0,0,3,0,0.0,53.2,0.4,2,6.86,Bundesliga,2017,1989,34,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Jirí Pavlenka,Werder Bremen,26,Goalkeeper,3060,0,0,1,0,0.0,62.4,0.4,2,6.85,Bundesliga,2017,1991,34,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Yann Sommer,Borussia M.Gladbach,29,Goalkeeper,2627,0,0,1,0,0.0,69.9,0.3,0,6.79,Bundesliga,2017,1988,30,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Marwin Hitz,Augsburg,30,Goalkeeper,2880,0,0,2,0,0.0,69.1,0.3,0,6.79,Bundesliga,2017,1987,32,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Ralf Fährmann,Schalke 04,29,Goalkeeper,3016,0,0,1,0,0.0,63.2,0.4,3,6.73,Bundesliga,2017,1988,34,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Timo Horn,FC Cologne,24,Goalkeeper,3060,0,0,0,0,0.0,54.2,0.4,1,6.71,Bundesliga,2017,1993,34,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Sven Ulreich,Bayern Munich,29,Goalkeeper,2610,0,0,1,0,0.0,73.6,0.3,1,6.68,Bundesliga,2017,1988,29,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
René Adler,Mainz 05,32,Goalkeeper,1260,0,0,0,0,0.0,60.2,0.4,0,6.68,Bundesliga,2017,1985,14,0,0,0.1,0.0,0.3,0,0.0,0.3,0.0
Oliver Baumann,Hoffenheim,27,Goalkeeper,3060,0,0,0,0,0.0,68.0,0.3,1,6.62,Bundesliga,2017,1990,34,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Alexander Schwolow,Freiburg,25,Goalkeeper,2907,0,0,0,0,0.0,59.7,0.2,2,6.6,Bundesliga,2017,1992,33,0,0,0.1,0.0,0.0,0,0.0,0.0,0.0
Roman Bürki,Borussia Dortmund,27,Goalkeeper,2970,0,0,4,0,0.0,68.7,0.2,1,6.58,Bundesliga,2017,1990,33,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Péter Gulácsi,RasenBallsport Leipzig,27,Goalkeeper,2970,0,0,1,0,0.0,65.1,0.2,1,6.57,Bundesliga,2017,1990,33,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Bernd Leno,Bayer Leverkusen,25,Goalkeeper,2970,0,0,1,0,0.0,66.7,0.4,1,6.56,Bundesliga,2017,1992,33,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Rune Jarstein,Hertha Berlin,33,Goalkeeper,2790,0,0,2,0,0.0,51.7,0.3,2,6.55,Bundesliga,2017,1984,31,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Philipp Tschauner,Hannover 96,32,Goalkeeper,2790,0,0,1,0,0.0,66.2,0.1,0,6.55,Bundesliga,2017,1985,31,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Julian Pollersbeck,Hamburger SV,23,Goalkeeper,900,0,0,1,0,0.0,71.8,0.0,0,6.51,Bundesliga,2017,1994,10,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Lukás Hrádecky,Eintracht Frankfurt,28,Goalkeeper,3060,0,0,1,0,0.0,62.6,0.2,0,6.5,Bundesliga,2017,1989,34,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Robin Zentner,Mainz 05,23,Goalkeeper,1350,0,0,1,0,0.0,56.5,0.3,0,6.39,Bundesliga,2017,1994,15,0,0,0.0,0.0,0.0,0,0.0,0.1,0.0
Christian Mathenia,Hamburger SV,25,Goalkeeper,2160,0,0,2,0,0.0,54.0,0.1,0,6.28,Bundesliga,2017,1992,24,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Guy NDy Assembe,Valenciennes,24,Goalkeeper,1530,0,0,0,0,0.0,55.5,0.0,3,7.26,Ligue1,2009,1985,17,0,0,0.1,0.1,0.2,0,0.0,0.0,0.0
Fabien Audard,Lorient,32,Goalkeeper,3147,0,0,3,1,0.0,33.3,0.2,3,7.11,Ligue1,2009,1977,35,0,0,0.0,0.1,0.3,0,0.1,0.0,0.0
Olivier Sorin,Auxerre,29,Goalkeeper,3150,0,0,0,0,0.0,53.8,0.1,2,7.09,Ligue1,2009,1980,35,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Hugo Lloris,Lyon,23,Goalkeeper,3240,0,1,1,0,0.0,48.8,0.1,1,7.06,Ligue1,2009,1986,36,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Nicolas Penneteau,Valenciennes,29,Goalkeeper,1710,0,0,0,1,0.0,51.1,0.2,3,7.02,Ligue1,2009,1980,19,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Yohann Pelé,Toulouse,27,Goalkeeper,1497,0,0,0,1,0.0,43.1,0.1,0,6.99,Ligue1,2009,1982,18,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Stéphane Ruffier,Monaco,23,Goalkeeper,3330,0,0,1,0,0.0,45.1,0.1,2,6.97,Ligue1,2009,1986,37,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Teddy Richert,Sochaux,35,Goalkeeper,2737,0,0,2,0,0.0,58.6,0.1,2,6.96,Ligue1,2009,1974,31,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Jérémie Janot,Saint-Etienne,32,Goalkeeper,3420,0,0,1,0,0.0,50.6,0.1,3,6.93,Ligue1,2009,1977,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Apoula Edel,Paris Saint-Germain,24,Goalkeeper,1985,0,0,0,0,0.0,44.1,0.1,0,6.93,Ligue1,2009,1985,22,1,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Nicolas Douchez,Rennes,30,Goalkeeper,3330,0,0,3,0,0.0,55.8,0.1,1,6.88,Ligue1,2009,1979,37,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
David Ospina,Nice,21,Goalkeeper,3276,0,1,0,0,0.0,46.5,0.1,1,6.87,Ligue1,2009,1988,37,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Mickaël Landreau,Lille,31,Goalkeeper,2520,0,0,1,0,0.0,70.3,0.1,0,6.87,Ligue1,2009,1978,28,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Didier Ovono,Le Mans,27,Goalkeeper,2880,0,0,2,0,0.0,51.7,0.2,3,6.85,Ligue1,2009,1982,32,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Vedran Runje,Lens,34,Goalkeeper,2880,0,0,2,0,0.0,54.2,0.0,1,6.82,Ligue1,2009,1975,32,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Gennaro Bracigliano,Nancy,30,Goalkeeper,2880,0,0,0,0,0.0,44.6,0.0,3,6.8,Ligue1,2009,1979,32,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Gregory Coupet,Paris Saint-Germain,37,Goalkeeper,1435,0,0,0,0,0.0,55.3,0.0,0,6.78,Ligue1,2009,1972,16,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Cédric Carrasso,Bordeaux,28,Goalkeeper,2579,0,0,0,0,0.0,60.4,0.0,0,6.76,Ligue1,2009,1981,29,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Jean-Francois Bedenik,Boulogne,31,Goalkeeper,2250,0,0,1,0,0.0,56.4,0.1,0,6.74,Ligue1,2009,1978,25,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Ronan Le Crom,Grenoble,35,Goalkeeper,1360,0,0,0,0,0.0,42.9,0.1,0,6.68,Ligue1,2009,1974,15,1,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Steve Mandanda,Marseille,25,Goalkeeper,3177,0,0,0,1,0.0,53.8,0.1,1,6.66,Ligue1,2009,1984,36,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Geoffrey Jourdren,Montpellier,24,Goalkeeper,3420,0,0,2,0,0.0,39.8,0.1,0,6.64,Ligue1,2009,1985,38,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Olivier Blondel,Toulouse,30,Goalkeeper,1071,0,0,1,0,0.0,43.0,0.0,0,6.61,Ligue1,2009,1979,11,2,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Jody Viviani,Grenoble,28,Goalkeeper,1879,0,0,0,1,0.0,47.5,0.0,0,6.46,Ligue1,2009,1981,21,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Ludovic Butelle,Lille,27,Goalkeeper,900,0,0,1,0,0.0,55.2,0.2,0,6.45,Ligue1,2009,1982,10,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Andrea Consigli,Atalanta,26,Goalkeeper,3150,0,0,3,0,0.0,55.1,0.4,3,7.1,SerieA,2013,1987,35,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Mattia Perin,Genoa,21,Goalkeeper,3330,0,0,3,0,0.0,56.1,0.2,5,7.0,SerieA,2013,1992,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Rafael,Verona,31,Goalkeeper,3330,0,0,1,0,0.0,50.5,0.3,2,6.97,SerieA,2013,1982,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Samir Handanovic,Inter,29,Goalkeeper,3111,0,0,0,1,0.0,70.7,0.1,1,6.96,SerieA,2013,1984,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Gianluigi Buffon,Juventus,35,Goalkeeper,2868,0,0,0,1,0.0,81.6,0.0,2,6.95,SerieA,2013,1978,33,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Neto,Fiorentina,24,Goalkeeper,3150,0,0,3,0,0.0,60.3,0.3,3,6.94,SerieA,2013,1989,35,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
José Reina,Napoli,31,Goalkeeper,2603,0,1,0,0,0.0,62.2,0.1,1,6.89,SerieA,2013,1982,30,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Morgan De Sanctis,Roma,37,Goalkeeper,3240,0,0,2,0,0.0,60.3,0.4,0,6.87,SerieA,2013,1976,36,0,0,0.1,0.0,0.4,0,0.0,0.0,0.0
Vlada Avramov,Cagliari,35,Goalkeeper,2015,0,0,4,0,0.0,55.8,0.1,1,6.85,SerieA,2013,1978,22,1,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Antonio Mirante,Parma,30,Goalkeeper,3196,0,0,2,1,0.0,59.9,0.3,2,6.84,SerieA,2013,1983,36,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Alberto Frison,Catania,26,Goalkeeper,1260,0,0,2,0,0.0,40.1,0.2,2,6.83,SerieA,2013,1987,14,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Gianluca Pegolo,Sassuolo,32,Goalkeeper,2970,0,0,3,0,0.0,56.8,0.3,2,6.82,SerieA,2013,1981,33,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Etrit Berisha,Lazio,24,Goalkeeper,1530,0,0,0,0,0.0,56.1,0.2,1,6.8,SerieA,2013,1989,17,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Christian Puggioni,Chievo,32,Goalkeeper,2070,0,0,0,0,0.0,50.5,0.2,0,6.77,SerieA,2013,1981,23,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Daniele Padelli,Torino,28,Goalkeeper,3382,0,0,3,0,0.0,68.4,0.2,0,6.74,SerieA,2013,1985,38,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Ângelo Da Costa,Sampdoria,30,Goalkeeper,2970,0,0,1,0,0.0,64.6,0.3,0,6.72,SerieA,2013,1983,33,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Gianluca Curci,Bologna,28,Goalkeeper,3330,0,0,2,0,0.0,51.2,0.1,1,6.68,SerieA,2013,1985,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Simone Scuffet,Udinese,17,Goalkeeper,1440,0,0,1,0,0.0,51.6,0.2,1,6.63,SerieA,2013,1996,16,0,0,0.0,0.0,0.2,0,0.1,0.1,0.0
Christian Abbiati,AC Milan,36,Goalkeeper,2391,0,0,4,1,0.0,68.1,0.1,0,6.61,SerieA,2013,1977,28,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Mariano Andújar,Catania,30,Goalkeeper,2160,0,0,1,0,0.0,44.1,0.3,0,6.59,SerieA,2013,1983,24,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Michael Agazzi,Chievo,29,Goalkeeper,1260,0,0,0,0,0.0,54.6,0.1,0,6.58,SerieA,2013,1984,14,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Zeljko Brkic,Udinese,27,Goalkeeper,1080,0,0,0,0,0.0,54.8,0.4,1,6.55,SerieA,2013,1986,12,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
